證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00637L,元大滬深300正2  ,22751000,7386000,15365000,0,0,0,0,0,0,44239000,500000,0,500000,60215000,16476000,43739000,59604000
2337,旺宏            ,15770000,6896000,8874000,0,0,0,732000,128000,604000,2937000,2668000,1757000,911000,2414000,388000,2026000,12415000
00633L,富邦上証正2     ,8912000,1345000,7567000,0,0,0,0,0,0,3061000,1929000,449000,1480000,5690000,4109000,1581000,10628000
00655L,國泰中國A50正2  ,682000,0,682000,0,0,0,0,0,0,8133000,0,0,0,10529000,2396000,8133000,8815000
0056,元大高股息      ,11000,30000,-19000,0,0,0,0,0,0,6347000,0,35000,-35000,6382000,0,6382000,6328000
6269,台郡            ,4974000,2018000,2956000,0,0,0,938000,45000,893000,1348995,895000,252000,643000,779995,74000,705995,5197995
3037,欣興            ,8526000,7494050,1031950,0,0,0,1465000,0,1465000,2473000,359000,58000,301000,2234000,62000,2172000,4969950
2409,友達            ,17555000,12450000,5105000,0,0,0,0,0,0,-136000,0,1000,-1000,15000,150000,-135000,4969000
2603,長榮            ,4185584,586000,3599584,0,0,0,0,0,0,1081000,1152000,71000,1081000,0,0,0,4680584
1909,榮成            ,4083080,296285,3786795,0,0,0,533000,0,533000,212456,392000,152000,240000,0,27544,-27544,4532251
00861,元大全球未來通訊,6000,1000,5000,0,0,0,0,0,0,3319000,0,25000,-25000,3508000,164000,3344000,3324000
2408,南亞科          ,5367199,6889000,-1521801,0,0,0,3005000,484000,2521000,2271000,1108000,193000,915000,1701000,345000,1356000,3270199
6153,嘉聯益          ,2487000,1089000,1398000,0,0,0,0,0,0,1281000,374000,38000,336000,1332000,387000,945000,2679000
6116,彩晶            ,4269000,1623000,2646000,0,0,0,0,0,0,-17000,3000,1000,2000,142000,161000,-19000,2629000
3035,智原            ,1435000,487000,948000,0,0,0,380000,0,380000,1188000,266000,18000,248000,989000,49000,940000,2516000
