證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00637L,元大滬深300正2  ,18479000,1832000,16647000,0,0,0,0,0,0,9029000,0,0,0,59714000,50685000,9029000,25676000
053564,台積電富邦99購01,10000,0,10000,0,0,0,0,0,0,19457000,0,0,0,19457000,0,19457000,19467000
3037,欣興            ,21594000,10347790,11246210,0,0,0,1289000,10000,1279000,136000,153000,177000,-24000,255000,95000,160000,12661210
2610,華航            ,22889000,10521875,12367125,0,0,0,0,0,0,-159000,0,0,0,89000,248000,-159000,12208125
2618,長榮航          ,22652672,12414657,10238015,0,0,0,1000,0,1000,78000,130000,272000,-142000,895000,675000,220000,10317015
00631L,元大台灣50正2   ,621000,622000,-1000,0,0,0,0,0,0,8840000,0,0,0,16212000,7372000,8840000,8839000
2330,台積電          ,42666875,30796031,11870844,0,0,0,108000,54000,54000,-3188000,261000,2631000,-2370000,499000,1317000,-818000,8736844
00708L,元大S&P黃金正2  ,0,522000,-522000,0,0,0,0,0,0,7332000,0,0,0,14012000,6680000,7332000,6810000
6116,彩晶            ,10364000,3884000,6480000,0,0,0,0,0,0,1000,1000,3000,-2000,141000,138000,3000,6481000
00852L,國泰美國道瓊正2 ,0,0,0,0,0,0,0,0,0,6314000,0,0,0,26875000,20561000,6314000,6314000
2324,仁寶            ,16143000,9684228,6458772,0,0,0,47000,0,47000,-337000,4000,456000,-452000,115000,0,115000,6168772
00633L,富邦上証正2     ,4129000,117000,4012000,0,0,0,0,0,0,1287000,0,0,0,8834000,7547000,1287000,5299000
1314,中石化          ,7349350,2260285,5089065,0,0,0,0,0,0,-155000,0,146000,-146000,0,9000,-9000,4934065
2448,晶電            ,3663000,2444000,1219000,0,0,0,3259000,0,3259000,-40000,57000,28000,29000,0,69000,-69000,4438000
2515,中工            ,5014000,898000,4116000,0,0,0,0,0,0,-68000,2000,21000,-19000,12000,61000,-49000,4048000
2887,台新金          ,20081565,15765110,4316455,0,0,0,0,219000,-219000,-114000,4000,124000,-120000,12000,6000,6000,3983455
2603,長榮            ,5353043,3901838,1451205,0,0,0,2488000,0,2488000,-17000,84000,119000,-35000,18000,0,18000,3922205
058475,台積電凱基99購06,0,0,0,0,0,0,0,0,0,3527000,0,0,0,3527000,0,3527000,3527000
053413,台積電國票99購01,0,0,0,0,0,0,0,0,0,3515000,0,0,0,3515000,0,3515000,3515000
1605,華新            ,4284000,876600,3407400,0,0,0,0,0,0,74000,0,102000,-102000,181000,5000,176000,3481400
056829,台積電富邦9A購01,0,20000,-20000,0,0,0,0,0,0,3447000,0,0,0,3819000,372000,3447000,3427000
057393,台積電中信02購01,0,0,0,0,0,0,0,0,0,3301000,0,0,0,3301000,0,3301000,3301000
00634R,富邦上証反1     ,1721000,30000,1691000,0,0,0,0,0,0,1472000,0,0,0,2827000,1355000,1472000,3163000
8046,南電            ,2442000,997391,1444609,0,0,0,1786000,17000,1769000,-93000,2000,105000,-103000,24000,14000,10000,3120609
2317,鴻海            ,20754355,18670581,2083774,0,0,0,55000,8000,47000,711000,190000,234000,-44000,1234000,479000,755000,2841774
051614,元金2X凱基97購01,0,0,0,0,0,0,0,0,0,2780000,0,0,0,2780000,0,2780000,2780000
2412,中華電          ,7292814,4149321,3143493,0,0,0,6700,0,6700,-427000,30000,456000,-426000,1000,2000,-1000,2723193
00640L,富邦日本正2     ,43000,6000,37000,0,0,0,0,0,0,2571000,0,0,0,2735000,164000,2571000,2608000
2371,大同            ,4873000,2300000,2573000,0,0,0,0,0,0,-10000,1000,11000,-10000,0,0,0,2563000
1904,正隆            ,3193955,910000,2283955,0,0,0,20000,0,20000,-21000,0,21000,-21000,0,0,0,2282955
