證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
3481,群創            ,102244000,23411876,78832124,0,0,0,0,30000,-30000,10171000,1067000,348000,719000,9874000,422000,9452000,88973124
2409,友達            ,81862000,25035000,56827000,0,0,0,535000,4168000,-3633000,12990000,3115000,418000,2697000,10658000,365000,10293000,66184000
2303,聯電            ,30157792,5285642,24872150,0,0,0,126000,54000,72000,1324000,1480000,70000,1410000,92000,178000,-86000,26268150
0056,元大高股息      ,5105,11000,-5895,0,0,0,0,150000,-150000,20494000,50000,0,50000,20444000,0,20444000,20338105
2883,開發金          ,24069619,6725000,17344619,0,0,0,0,43000,-43000,2937000,1784000,32000,1752000,1391000,206000,1185000,20238619
2330,台積電          ,42710984,28057503,14653481,0,0,0,471000,95000,376000,4470000,4081000,42000,4039000,581000,150000,431000,19499481
2888,新光金          ,23406518,5036019,18370499,0,0,0,0,36000,-36000,-54000,67000,320000,-253000,404000,205000,199000,18280499
2882,國泰金          ,18639503,4482034,14157469,0,0,0,0,27000,-27000,2024000,1496000,30000,1466000,638000,80000,558000,16154469
2887,台新金          ,16287465,4408000,11879465,0,0,0,0,32000,-32000,1341000,1349000,8000,1341000,0,0,0,13188465
2002,中鋼            ,17222871,5993000,11229871,0,0,0,0,39000,-39000,1821000,1822000,14000,1808000,24000,11000,13000,13011871
2317,鴻海            ,19228909,9180287,10048622,0,0,0,764000,36000,728000,1983000,1792000,21000,1771000,1114000,902000,212000,12759622
0050,元大台灣50      ,7065000,552001,6512999,0,0,0,0,100000,-100000,5561000,1989000,200000,1789000,5220000,1448000,3772000,11973999
1605,華新            ,16209000,4109000,12100000,0,0,0,0,1000,-1000,-1382000,40000,6000,34000,262000,1678000,-1416000,10717000
2834,臺企銀          ,11928312,3498358,8429954,0,0,0,0,15000,-15000,2154000,1949000,0,1949000,205000,0,205000,10568954
00861,元大全球未來通訊,2591000,3000,2588000,0,0,0,0,0,0,7927000,1043000,0,1043000,7039000,155000,6884000,10515000
2891,中信金          ,19352274,10346831,9005443,0,0,0,0,1017000,-1017000,2258000,2285000,21000,2264000,0,6000,-6000,10246443
5880,合庫金          ,11692417,4205809,7486608,0,0,0,0,30000,-30000,1526000,1536000,10000,1526000,0,0,0,8982608
2886,兆豐金          ,12673913,6286000,6387913,0,0,0,893000,35000,858000,1462000,1971000,21000,1950000,0,488000,-488000,8707913
6116,彩晶            ,12018000,5913000,6105000,0,0,0,0,0,0,2150000,427000,126000,301000,2123000,274000,1849000,8255000
2881,富邦金          ,9304622,2978000,6326622,0,0,0,0,23000,-23000,1493000,1279000,2000,1277000,224000,8000,216000,7796622
1314,中石化          ,7894000,2407000,5487000,0,0,0,0,0,0,1725000,1737000,66000,1671000,192000,138000,54000,7212000
1301,台塑            ,6761159,2486695,4274464,0,0,0,1245000,11000,1234000,1025000,978000,12000,966000,59000,0,59000,6533464
4938,和碩            ,7471872,3276220,4195652,0,0,0,635000,11000,624000,1563000,1735000,16000,1719000,95000,251000,-156000,6382652
2880,華南金          ,8915573,4139000,4776573,0,0,0,0,29000,-29000,1442000,1461000,19000,1442000,0,0,0,6189573
2823,中壽            ,7044871,1988000,5056871,0,0,0,0,9000,-9000,1077000,1293000,9000,1284000,100000,307000,-207000,6124871
2308,台達電          ,7370911,2363000,5007911,0,0,0,529000,11000,518000,567000,482000,75000,407000,177000,17000,160000,6092911
1303,南亞            ,7687544,2732904,4954640,0,0,0,0,33000,-33000,967000,965000,9000,956000,11000,0,11000,5888640
5876,上海商銀        ,6024070,1005801,5018269,0,0,0,0,0,0,578000,533000,3000,530000,114000,66000,48000,5596269
9904,寶成            ,6599938,1773000,4826938,0,0,0,0,8000,-8000,764000,654000,73000,581000,193000,10000,183000,5582938
6505,台塑化          ,6215155,1876577,4338578,0,0,0,0,73000,-73000,1293000,1313000,20000,1293000,0,0,0,5558578
1309,台達化          ,6225000,1159000,5066000,0,0,0,0,0,0,4000,74000,70000,4000,0,0,0,5070000
2408,南亞科          ,10258221,5923000,4335221,0,0,0,0,82000,-82000,795000,777000,100000,677000,373000,255000,118000,5048221
2324,仁寶            ,8812213,4238500,4573713,0,0,0,0,12000,-12000,438000,1049000,0,1049000,266000,877000,-611000,4999713
2801,彰銀            ,6906260,2160020,4746240,0,0,0,0,21000,-21000,237000,121000,6000,115000,122000,0,122000,4962240
1402,遠東新          ,6352168,2352000,4000168,0,0,0,0,13000,-13000,922000,631000,28000,603000,320000,1000,319000,4909168
2356,英業達          ,6140693,2716253,3424440,0,0,0,1478000,9000,1469000,-8000,630000,0,630000,143000,781000,-638000,4885440
