證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
1605,華新            ,23006000,6194000,16812000,0,0,0,0,31000,-31000,629000,510000,421000,89000,1069000,529000,540000,17410000
00677U,富邦VIX         ,73331000,57223000,16108000,0,0,0,0,0,0,-2432000,5989000,800000,5189000,23938000,31559000,-7621000,13676000
2313,華通            ,13065000,3803000,9262000,0,0,0,2458000,2000,2456000,896000,997000,1164000,-167000,1185000,122000,1063000,12614000
2882,國泰金          ,11400046,3938659,7461387,0,0,0,3711000,0,3711000,-449000,280000,831000,-551000,326000,224000,102000,10723387
00852L,國泰美國道瓊正2 ,2647000,0,2647000,0,0,0,0,0,0,7361000,100000,0,100000,15110000,7849000,7261000,10008000
3231,緯創            ,9394082,4179607,5214475,0,0,0,4517000,0,4517000,89000,251000,375000,-124000,354000,141000,213000,9820475
2885,元大金          ,27058579,20732852,6325727,0,0,0,55000,148000,-93000,2065000,1894000,1000,1893000,172000,0,172000,8297727
2801,彰銀            ,3022746,3783678,-760932,0,0,0,0,0,0,7998000,3465000,633000,2832000,5166000,0,5166000,7237068
2312,金寶            ,7940000,723000,7217000,0,0,0,0,0,0,-194000,0,1000,-1000,233000,426000,-193000,7023000
0056,元大高股息      ,18105,13000,5105,0,0,0,40000,0,40000,5225000,0,0,0,5493000,268000,5225000,5270105
1434,福懋            ,5569100,661856,4907244,0,0,0,0,225000,-225000,-148000,75000,223000,-148000,0,0,0,4534244
2330,台積電          ,18306830,13191763,5115067,0,0,0,37000,55000,-18000,-666000,786000,1685000,-899000,554000,321000,233000,4431067
2108,南帝            ,4074000,1993000,2081000,0,0,0,2053000,0,2053000,48000,131000,83000,48000,0,0,0,4182000
2327,國巨            ,6468432,2123670,4344762,0,0,0,86000,0,86000,-406000,176000,248000,-72000,160000,494000,-334000,4024762
6116,彩晶            ,4990000,1922000,3068000,0,0,0,0,0,0,749000,82000,81000,1000,873000,125000,748000,3817000
00861,元大全球未來通訊,239000,23000,216000,0,0,0,0,0,0,3601000,0,0,0,3817000,216000,3601000,3817000
2308,台達電          ,5928281,2650775,3277506,0,0,0,275000,0,275000,-66000,139000,228000,-89000,59000,36000,23000,3486506
2809,京城銀          ,3591000,2070000,1521000,0,0,0,231000,0,231000,1554000,1554000,0,1554000,0,0,0,3306000
2323,中環            ,4405000,640000,3765000,0,0,0,0,0,0,-629000,36000,478000,-442000,1000,188000,-187000,3136000
2387,精元            ,1964000,1505000,459000,0,0,0,2446000,0,2446000,149000,111000,22000,89000,66000,6000,60000,3054000
2324,仁寶            ,5721023,2853906,2867117,0,0,0,522000,42000,480000,-329000,85000,201000,-116000,1000,214000,-213000,3018117
2515,中工            ,2645000,191000,2454000,0,0,0,0,0,0,9000,22000,0,22000,36000,49000,-13000,2463000
3711,日月光投控      ,5315201,2579329,2735872,0,0,0,2000,5000,-3000,-519000,25000,392000,-367000,8000,160000,-152000,2213872
2382,廣達            ,3921384,2056587,1864797,0,0,0,239000,4000,235000,60000,365000,248000,117000,15000,72000,-57000,2159797
064153,中壽統一9C購01  ,0,0,0,0,0,0,0,0,0,2128000,0,0,0,2184000,56000,2128000,2128000
2347,聯強            ,4384259,1997442,2386817,0,0,0,1000,126000,-125000,-148000,131000,161000,-30000,0,118000,-118000,2113817
058546,玉晶光富邦9B購01,0,0,0,0,0,0,0,0,0,2091000,0,0,0,2289000,198000,2091000,2091000
2356,英業達          ,3150303,2180849,969454,0,0,0,1486000,31000,1455000,-428000,233000,425000,-192000,47000,283000,-236000,1996454
063490,儒鴻富邦9C購01  ,0,0,0,0,0,0,0,0,0,1991000,0,0,0,2187000,196000,1991000,1991000
2449,京元電子        ,4518000,2918000,1600000,0,0,0,494000,0,494000,-130000,382000,137000,245000,213000,588000,-375000,1964000
053799,矽創中信9A購01  ,0,0,0,0,0,0,0,0,0,1905000,0,0,0,1905000,0,1905000,1905000
058380,臺股指凱基99購15,0,0,0,0,0,0,0,0,0,1873000,0,0,0,2025000,152000,1873000,1873000
1477,聚陽            ,2007150,470000,1537150,0,0,0,211000,0,211000,108000,141000,40000,101000,62000,55000,7000,1856150
1402,遠東新          ,3785328,1744209,2041119,0,0,0,57000,0,57000,-257000,34000,507000,-473000,238000,22000,216000,1841119
1701,中化            ,2527000,809000,1718000,0,0,0,0,0,0,0,0,0,0,0,0,0,1718000
3698,隆達            ,4320000,2690000,1630000,0,0,0,0,0,0,23000,98000,99000,-1000,39000,15000,24000,1653000
2367,燿華            ,5584000,4434000,1150000,0,0,0,0,0,0,488000,791000,666000,125000,721000,358000,363000,1638000
2881,富邦金          ,10053762,7391747,2662015,0,0,0,0,220000,-220000,-842000,3000,663000,-660000,65000,247000,-182000,1600015
052113,漢唐中信98購01  ,0,0,0,0,0,0,0,0,0,1547000,0,0,0,1699000,152000,1547000,1547000
2353,宏碁            ,3844783,2140021,1704762,0,0,0,2000,29000,-27000,-159000,85000,384000,-299000,220000,80000,140000,1518762
1904,正隆            ,1323000,862000,461000,0,0,0,1314000,300000,1014000,16000,119000,68000,51000,15000,50000,-35000,1491000
2614,東森            ,1777000,315000,1462000,0,0,0,0,0,0,0,0,0,0,0,0,0,1462000
3042,晶技            ,2175000,1348000,827000,0,0,0,866000,0,866000,-237000,30000,78000,-48000,109000,298000,-189000,1456000
8046,南電            ,2808000,2675000,133000,0,0,0,1478000,282000,1196000,118000,149000,176000,-27000,294000,149000,145000,1447000
2880,華南金          ,4709875,2606092,2103783,0,0,0,0,0,0,-658000,109000,767000,-658000,0,0,0,1445783
3682,亞太電          ,2767000,1325000,1442000,0,0,0,0,0,0,-2000,0,2000,-2000,0,0,0,1440000
2379,瑞昱            ,1657888,1237252,420636,0,0,0,735000,0,735000,263000,226000,90000,136000,171000,44000,127000,1418636
2332,友訊            ,3738000,2938000,800000,0,0,0,0,0,0,608000,44000,116000,-72000,854000,174000,680000,1408000
050400,臻鼎中信97購01  ,0,0,0,0,0,0,0,0,0,1400000,0,0,0,1400000,0,1400000,1400000
6452,康友-KY         ,1699000,525795,1173205,0,0,0,0,0,0,171000,0,20000,-20000,223000,32000,191000,1344205
3029,零壹            ,1660000,336000,1324000,0,0,0,0,0,0,2000,2000,0,2000,0,0,0,1326000
07478P,南電康和9A售02  ,0,0,0,0,0,0,0,0,0,1313000,0,0,0,1638000,325000,1313000,1313000
061021,聯電國泰9B購01  ,0,0,0,0,0,0,0,0,0,1222000,0,0,0,1222000,0,1222000,1222000
063567,漢唐元大9B購03  ,0,0,0,0,0,0,0,0,0,1212000,0,0,0,1476000,264000,1212000,1212000
3189,景碩            ,3683000,1625000,2058000,0,0,0,0,544000,-544000,-337000,89000,433000,-344000,148000,141000,7000,1177000
1217,愛之味          ,1391000,214000,1177000,0,0,0,0,0,0,0,0,0,0,0,0,0,1177000
1718,中纖            ,1513000,371000,1142000,0,0,0,0,0,0,12000,14000,2000,12000,0,0,0,1154000
062816,華新科兆豐9B購01,0,0,0,0,0,0,0,0,0,1154000,0,0,0,1164000,10000,1154000,1154000
1722,台肥            ,488000,531000,-43000,0,0,0,1319000,7000,1312000,-148000,0,154000,-154000,6000,0,6000,1121000
2448,晶電            ,2774000,1895000,879000,0,0,0,1000,0,1000,225000,302000,341000,-39000,264000,0,264000,1105000
2606,裕民            ,1565000,115000,1450000,0,0,0,0,447000,-447000,101000,100000,74000,26000,75000,0,75000,1104000
063203,華新科統一9C購04,0,0,0,0,0,0,0,0,0,1072000,0,0,0,1072000,0,1072000,1072000
062537,聯電國泰9C購01  ,0,0,0,0,0,0,0,0,0,1069000,0,0,0,1074000,5000,1069000,1069000
9938,百和            ,798000,182000,616000,0,0,0,390000,0,390000,52000,14000,45000,-31000,102000,19000,83000,1058000
064809,冠德元大9C購01  ,0,0,0,0,0,0,0,0,0,1051000,0,0,0,1225000,174000,1051000,1051000
052847,漢唐統一99購01  ,0,0,0,0,0,0,0,0,0,1015000,0,0,0,1015000,0,1015000,1015000
2511,太子            ,1037000,37600,999400,0,0,0,0,0,0,7000,7000,0,7000,0,0,0,1006400
6271,同欣電          ,768000,483000,285000,0,0,0,719000,60000,659000,51000,37000,29000,8000,74000,31000,43000,995000
2887,台新金          ,5000081,3290910,1709171,0,0,0,0,0,0,-715000,108000,672000,-564000,0,151000,-151000,994171
4119,旭富            ,1408000,807000,601000,0,0,0,0,0,0,388000,0,17000,-17000,429000,24000,405000,989000
056292,統一元大97購01  ,0,0,0,0,0,0,0,0,0,977000,0,0,0,1053000,76000,977000,977000
064176,京元電國泰01購01,0,0,0,0,0,0,0,0,0,956000,0,0,0,966000,10000,956000,956000
2337,旺宏            ,11903200,8693000,3210200,0,0,0,1000,614000,-613000,-1647000,398000,310000,88000,390000,2125000,-1735000,950200
3705,永信            ,957000,32000,925000,0,0,0,0,0,0,0,0,0,0,0,0,0,925000
