證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2885,元大金          ,40890744,6957000,33933744,0,0,0,346000,13000,333000,830000,503000,202000,301000,533000,4000,529000,35096744
6116,彩晶            ,26356000,12951000,13405000,0,0,0,0,0,0,-1409000,139000,435000,-296000,1545000,2658000,-1113000,11996000
2330,台積電          ,30051697,18320217,11731480,0,0,0,160000,98000,62000,130000,291000,158000,133000,329000,332000,-3000,11923480
1605,華新            ,12930948,3244000,9686948,0,0,0,0,0,0,-321000,66000,173000,-107000,73000,287000,-214000,9365948
1314,中石化          ,8832216,961000,7871216,0,0,0,0,0,0,713000,302000,1000,301000,423000,11000,412000,8584216
00677U,富邦VIX         ,20742000,2090000,18652000,0,0,0,0,0,0,-10924000,0,0,0,5744000,16668000,-10924000,7728000
2201,裕隆            ,4887000,901000,3986000,0,0,0,2000000,0,2000000,1201000,531000,13000,518000,718000,35000,683000,7187000
2353,宏碁            ,24037382,15977000,8060382,0,0,0,0,2000,-2000,-2037000,522000,1765000,-1243000,246000,1040000,-794000,6021382
2882,國泰金          ,7987890,2388000,5599890,0,0,0,224000,14000,210000,-53000,255000,292000,-37000,63000,79000,-16000,5756890
00852L,國泰美國道瓊正2 ,336000,0,336000,0,0,0,0,0,0,5394000,0,0,0,6280000,886000,5394000,5730000
9938,百和            ,6531000,1379000,5152000,0,0,0,162000,0,162000,342000,232000,237000,-5000,362000,15000,347000,5656000
2344,華邦電          ,14393772,8551000,5842772,0,0,0,0,0,0,-503000,25000,2000,23000,209000,735000,-526000,5339772
5880,合庫金          ,7745998,2956000,4789998,0,0,0,26000,14000,12000,16000,44000,28000,16000,0,0,0,4817998
2317,鴻海            ,11418518,7584800,3833718,0,0,0,44000,6000,38000,663000,60000,20000,40000,916000,293000,623000,4534718
6278,台表科          ,6256000,2106000,4150000,0,0,0,254000,242000,12000,210000,133000,161000,-28000,270000,32000,238000,4372000
2002,中鋼            ,9235494,4705000,4530494,0,0,0,42000,17000,25000,-248000,2000,250000,-248000,0,0,0,4307494
2880,華南金          ,5714507,1942400,3772107,0,0,0,26000,13000,13000,-53000,1000,54000,-53000,0,0,0,3732107
055611,燿華國票98購02  ,0,0,0,0,0,0,0,0,0,3525000,0,0,0,3525000,0,3525000,3525000
2308,台達電          ,5672426,1784000,3888426,0,0,0,82000,223000,-141000,-338000,21000,326000,-305000,20000,53000,-33000,3409426
3231,緯創            ,7695476,4101000,3594476,0,0,0,293000,4000,289000,-598000,51000,612000,-561000,91000,128000,-37000,3285476
2823,中壽            ,4230784,1090000,3140784,0,0,0,19000,5000,14000,29000,122000,386000,-264000,461000,168000,293000,3183784
1909,榮成            ,5352000,1969000,3383000,0,0,0,0,0,0,-223000,25000,248000,-223000,0,0,0,3160000
9904,寶成            ,3984693,1183000,2801693,0,0,0,295000,3000,292000,17000,63000,3000,60000,17000,60000,-43000,3110693
2379,瑞昱            ,5463779,2750100,2713679,0,0,0,149000,0,149000,112000,231000,116000,115000,69000,72000,-3000,2974679
053856,台積電富邦98購01,0,0,0,0,0,0,0,0,0,2755000,0,0,0,5672000,2917000,2755000,2755000
2886,兆豐金          ,5428292,4344000,1084292,0,0,0,1863000,231000,1632000,-88000,0,74000,-74000,0,14000,-14000,2628292
2884,玉山金          ,6400858,4486000,1914858,0,0,0,47000,16000,31000,481000,515000,22000,493000,0,12000,-12000,2426858
060890,大立光統一01購01,0,0,0,0,0,0,0,0,0,2227000,0,0,0,2315000,88000,2227000,2227000
2417,圓剛            ,7133000,5292000,1841000,0,0,0,327000,0,327000,32000,32000,0,32000,0,0,0,2200000
00876,元大未來關鍵科技,105000,0,105000,0,0,0,0,0,0,2050000,0,0,0,3430000,1380000,2050000,2155000
2363,矽統            ,3497000,1404000,2093000,0,0,0,0,0,0,0,0,0,0,0,0,0,2093000
068119,健鼎元富07購01  ,0,0,0,0,0,0,0,0,0,2087000,0,0,0,2160000,73000,2087000,2087000
065431,大立光凱基02購02,0,0,0,0,0,0,0,0,0,2039000,0,0,0,2382000,343000,2039000,2039000
063824,S&P反1國票9C購01,0,0,0,0,0,0,0,0,0,1996000,0,0,0,1996000,0,1996000,1996000
2324,仁寶            ,5588517,4341000,1247517,0,0,0,579000,6000,573000,119000,191000,10000,181000,24000,86000,-62000,1939517
2390,云辰            ,3705000,1769000,1936000,0,0,0,0,0,0,-1000,0,1000,-1000,0,0,0,1935000
3014,聯陽            ,2103000,620000,1483000,0,0,0,0,0,0,450000,204000,19000,185000,310000,45000,265000,1933000
07347P,上証2X凱基99售02,0,0,0,0,0,0,0,0,0,1907000,0,0,0,1907000,0,1907000,1907000
067580,亞德客群益01購03,0,0,0,0,0,0,0,0,0,1870000,0,0,0,1906000,36000,1870000,1870000
057085,立積統一9B購02  ,0,0,0,0,0,0,0,0,0,1858000,0,0,0,2001000,143000,1858000,1858000
067906,國揚國泰02購01  ,0,0,0,0,0,0,0,0,0,1822000,0,0,0,2071000,249000,1822000,1822000
4142,國光生          ,3263000,2079000,1184000,0,0,0,710000,0,710000,-100000,0,100000,-100000,0,0,0,1794000
2357,華碩            ,4382113,2596473,1785640,0,0,0,137000,1000,136000,-132000,15000,53000,-38000,51000,145000,-94000,1789640
