證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00637L,元大滬深300正2  ,26060000,10378000,15682000,0,0,0,0,0,0,15890000,1168000,12000,1156000,39647000,24913000,14734000,31572000
2303,聯電            ,22705362,23044000,-338638,0,0,0,16306000,317000,15989000,3117000,2335000,1019000,1316000,1993000,192000,1801000,18767362
2313,華通            ,9529000,2099000,7430000,0,0,0,1743000,122000,1621000,1666000,794000,659000,135000,1700000,169000,1531000,10717000
061297,台積電富邦9C購09,0,0,0,0,0,0,0,0,0,10560000,0,0,0,10937000,377000,10560000,10560000
2368,金像電          ,20038000,11170000,8868000,0,0,0,0,117000,-117000,969000,525000,170000,355000,1354000,740000,614000,9720000
0056,元大高股息      ,63100,89000,-25900,0,0,0,0,0,0,8132000,8000,0,8000,8470000,346000,8124000,8106100
3037,欣興            ,14664000,9534000,5130000,0,0,0,1316000,303000,1013000,418000,398000,415000,-17000,474000,39000,435000,6561000
2347,聯強            ,7691348,1724000,5967348,0,0,0,594000,0,594000,-280000,16000,311000,-295000,193000,178000,15000,6281348
00876,元大未來關鍵科技,0,50000,-50000,0,0,0,0,0,0,6124000,8000,1244000,-1236000,8084000,724000,7360000,6074000
00633L,富邦上証正2     ,4093000,965000,3128000,0,0,0,0,0,0,2915000,54000,29000,25000,7215000,4325000,2890000,6043000
00653L,富邦印度正2     ,638000,177000,461000,0,0,0,0,0,0,5012000,0,0,0,7498000,2486000,5012000,5473000
4142,國光生          ,13768000,7716000,6052000,0,0,0,0,922000,-922000,55000,0,0,0,55000,0,55000,5185000
0050,元大台灣50      ,3147031,86120,3060911,0,0,0,46000,0,46000,1966000,62000,0,62000,3138000,1234000,1904000,5072911
2504,國產            ,6361000,887000,5474000,0,0,0,0,0,0,-620000,0,565000,-565000,3000,58000,-55000,4854000
2382,廣達            ,5789408,1321802,4467606,0,0,0,364000,25000,339000,-90000,170000,155000,15000,76000,181000,-105000,4716606
2356,英業達          ,6211896,2495000,3716896,0,0,0,1022000,41000,981000,-479000,2000,76000,-74000,49000,454000,-405000,4218896
1909,榮成            ,5588000,937000,4651000,0,0,0,0,0,0,-456000,54000,510000,-456000,0,0,0,4195000
00861,元大全球未來通訊,8000,0,8000,0,0,0,0,0,0,3592000,0,0,0,3687000,95000,3592000,3600000
2883,開發金          ,6259335,4953000,1306335,0,0,0,2299000,104000,2195000,14000,14000,0,14000,0,0,0,3515335
3017,奇鋐            ,4904000,1680000,3224000,0,0,0,150000,1000,149000,-163000,149000,15000,134000,231000,528000,-297000,3210000
2337,旺宏            ,5999000,3552000,2447000,0,0,0,120000,0,120000,569000,126000,68000,58000,586000,75000,511000,3136000
3231,緯創            ,23466293,18808213,4658080,0,0,0,2464000,374000,2090000,-3809000,107000,3317000,-3210000,305000,904000,-599000,2939080
066276,敦泰元大01購01  ,0,0,0,0,0,0,0,0,0,2606000,0,0,0,2871000,265000,2606000,2606000
00655L,國泰中國A50正2  ,188000,215000,-27000,0,0,0,0,0,0,2617000,0,0,0,5434000,2817000,2617000,2590000
1904,正隆            ,2838000,558000,2280000,0,0,0,0,0,0,189000,45000,0,45000,151000,7000,144000,2469000
6176,瑞儀            ,3451056,1072000,2379056,0,0,0,175000,21000,154000,-130000,61000,120000,-59000,33000,104000,-71000,2403056
054114,新光金台新97購01,0,0,0,0,0,0,0,0,0,2347000,0,0,0,2347000,0,2347000,2347000
3029,零壹            ,2902000,588000,2314000,0,0,0,0,0,0,-55000,0,55000,-55000,0,0,0,2259000
066535,台積電兆豐01購01,0,0,0,0,0,0,0,0,0,2148000,0,0,0,2489000,341000,2148000,2148000
5264,鎧勝-KY         ,4127000,2028000,2099000,0,0,0,0,100000,-100000,133000,0,0,0,199000,66000,133000,2132000
066688,台積電元富07購01,150000,0,150000,0,0,0,0,0,0,1952000,0,0,0,2346000,394000,1952000,2102000
1504,東元            ,2754000,776000,1978000,0,0,0,0,18000,-18000,125000,2000,2000,0,145000,20000,125000,2085000
067026,群創兆豐03購01  ,0,0,0,0,0,0,0,0,0,2083000,0,0,0,2168000,85000,2083000,2083000
006205,富邦上証        ,1367000,56000,1311000,0,0,0,0,0,0,746000,0,0,0,1981000,1235000,746000,2057000
064299,宏碁兆豐9C購01  ,0,0,0,0,0,0,0,0,0,1881000,0,0,0,2446000,565000,1881000,1881000
061081,宏碁兆豐9A購01  ,0,0,0,0,0,0,0,0,0,1870000,0,0,0,1935000,65000,1870000,1870000
066998,訊芯國泰03購01  ,0,0,0,0,0,0,0,0,0,1829000,0,0,0,1996000,167000,1829000,1829000
00850,元大臺灣ESG永續 ,0,2000,-2000,0,0,0,0,0,0,1809000,0,0,0,1908000,99000,1809000,1807000
5469,瀚宇博          ,2482000,810000,1672000,0,0,0,450000,0,450000,-320000,55000,130000,-75000,72000,317000,-245000,1802000
08657P,牧德群益9C售02  ,0,0,0,0,0,0,0,0,0,1793000,0,0,0,1798000,5000,1793000,1793000
2357,華碩            ,2232914,503650,1729264,0,0,0,123000,7000,116000,-73000,0,84000,-84000,55000,44000,11000,1772264
8039,台虹            ,1212000,1149000,63000,0,0,0,1499000,0,1499000,201000,124000,279000,-155000,374000,18000,356000,1763000
08729P,創意永豐01售01  ,0,0,0,0,0,0,0,0,0,1702000,0,0,0,1998000,296000,1702000,1702000
6251,定穎            ,3303000,1564000,1739000,0,0,0,0,0,0,-50000,0,50000,-50000,0,0,0,1689000
064237,奇鋐統一01購01  ,0,0,0,0,0,0,0,0,0,1670000,0,0,0,1986000,316000,1670000,1670000
2390,云辰            ,4359000,2724000,1635000,0,0,0,0,0,0,0,0,0,0,0,0,0,1635000
00708L,元大S&P黃金正2  ,0,0,0,0,0,0,0,0,0,1633000,0,0,0,2543000,910000,1633000,1633000
053564,台積電富邦99購01,0,0,0,0,0,0,0,0,0,1605000,0,0,0,1605000,0,1605000,1605000
1309,台達化          ,1816000,224000,1592000,0,0,0,0,0,0,0,0,0,0,0,0,0,1592000
1101,台泥            ,4773115,4842564,-69449,0,0,0,1142000,25000,1117000,535000,740000,14000,726000,52000,243000,-191000,1582551
062689,華擎統一02購01  ,0,0,0,0,0,0,0,0,0,1576000,0,0,0,1586000,10000,1576000,1576000
00669R,國泰美國道瓊反1 ,836000,0,836000,0,0,0,0,0,0,739000,0,0,0,1277000,538000,739000,1575000
2881,富邦金          ,3004540,1664000,1340540,0,0,0,446000,77000,369000,-181000,0,0,0,28000,209000,-181000,1528540
1605,華新            ,2193000,245000,1948000,0,0,0,0,0,0,-434000,2000,2000,0,145000,579000,-434000,1514000
065415,台積電兆豐9C購05,0,0,0,0,0,0,0,0,0,1497000,0,0,0,1821000,324000,1497000,1497000
08636P,華通國票01售03  ,0,0,0,0,0,0,0,0,0,1480000,0,0,0,1496000,16000,1480000,1480000
9103,美德醫療-DR     ,357000,0,357000,0,0,0,0,0,0,1117000,0,0,0,1207000,90000,1117000,1474000
2367,燿華            ,2850000,1117757,1732243,0,0,0,0,0,0,-264000,10000,667000,-657000,529000,136000,393000,1468243
3042,晶技            ,2486000,1866172,619828,0,0,0,779000,77000,702000,137000,40000,70000,-30000,199000,32000,167000,1458828
03875P,滬深2X國票05售01,0,0,0,0,0,0,0,0,0,1413000,0,0,0,1413000,0,1413000,1413000
1722,台肥            ,2700054,1293000,1407054,0,0,0,0,157000,-157000,129000,0,65000,-65000,222000,28000,194000,1379054
2102,泰豐            ,2294000,865000,1429000,0,0,0,0,0,0,-70000,0,0,0,22000,92000,-70000,1359000
00852L,國泰美國道瓊正2 ,0,941000,-941000,0,0,0,0,0,0,2280000,0,0,0,5632000,3352000,2280000,1339000
062597,世紀鋼統一01購01,0,0,0,0,0,0,0,0,0,1337000,0,0,0,1512000,175000,1337000,1337000
