證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00672L,元大S&P原油正2  ,11967000,0,11967000,0,0,0,0,0,0,13234000,12000,0,12000,14239000,1017000,13222000,25201000
3481,群創            ,45581559,27674300,17907259,0,0,0,1917000,0,1917000,-3782000,1544000,1212000,332000,386000,4500000,-4114000,16042259
2891,中信金          ,17404542,3594669,13809873,0,0,0,75000,528000,-453000,516000,200000,0,200000,431000,115000,316000,13872873
00677U,富邦VIX         ,5124000,7401000,-2277000,0,0,0,0,0,0,15955000,0,0,0,15955000,0,15955000,13678000
2448,晶電            ,12298000,2701000,9597000,0,0,0,228000,0,228000,520000,1228000,517000,711000,50000,241000,-191000,10345000
2409,友達            ,16190148,6135420,10054728,0,0,0,2000,0,2000,227000,1589000,372000,1217000,56000,1046000,-990000,10283728
00637L,元大滬深300正2  ,2446000,11011000,-8565000,0,0,0,0,0,0,18069000,0,0,0,25941000,7872000,18069000,9504000
3037,欣興            ,12396000,4396197,7999803,0,0,0,1540000,853000,687000,201000,243000,290000,-47000,434000,186000,248000,8887803
2317,鴻海            ,17116666,8251932,8864734,0,0,0,255000,0,255000,-369000,187000,61000,126000,1406000,1901000,-495000,8750734
2885,元大金          ,9579097,1995836,7583261,0,0,0,37000,307000,-270000,381000,270000,0,270000,252000,141000,111000,7694261
6116,彩晶            ,17606000,12962000,4644000,0,0,0,2000,0,2000,1291000,260000,0,260000,1376000,345000,1031000,5937000
2303,聯電            ,17667837,11969807,5698030,0,0,0,254000,224000,30000,98000,186000,65000,121000,257000,280000,-23000,5826030
2890,永豐金          ,7353659,2506460,4847199,0,0,0,0,293000,-293000,234000,0,0,0,234000,0,234000,4788199
2474,可成            ,5397793,605819,4791974,0,0,0,5000,24000,-19000,-8000,22000,22000,0,64000,72000,-8000,4764974
2324,仁寶            ,5682459,869119,4813340,0,0,0,1000,113300,-112300,-17000,0,36000,-36000,23000,4000,19000,4684040
5880,合庫金          ,5722328,1402051,4320277,0,0,0,0,257000,-257000,406000,199000,0,199000,207000,0,207000,4469277
2337,旺宏            ,6349000,2158367,4190633,0,0,0,446000,45000,401000,-310000,541000,344000,197000,58000,565000,-507000,4281633
00673R,元大S&P原油反1  ,0,0,0,0,0,0,0,0,0,4200000,0,0,0,4496000,296000,4200000,4200000
2886,兆豐金          ,6330659,3846747,2483912,0,0,0,5000,298000,-293000,1744000,1608000,60000,1548000,266000,70000,196000,3934912
00861,元大全球未來通訊,11000,1000,10000,0,0,0,0,0,0,3915700,0,0,0,3976000,60300,3915700,3925700
054054,光磊國票97購02  ,0,0,0,0,0,0,0,0,0,3688000,0,0,0,3688000,0,3688000,3688000
2881,富邦金          ,5368997,1741285,3627712,0,0,0,6000,207000,-201000,87000,0,0,0,164000,77000,87000,3513712
2892,第一金          ,5991794,3225126,2766668,0,0,0,4000,280000,-276000,1011000,801000,0,801000,218000,8000,210000,3501668
2376,技嘉            ,3074000,344000,2730000,0,0,0,520000,0,520000,-67000,42000,18000,24000,27000,118000,-91000,3183000
2002,中鋼            ,4144335,987788,3156547,0,0,0,0,344000,-344000,272000,0,2000,-2000,274000,0,274000,3084547
04391P,玉晶光凱基95售03,0,0,0,0,0,0,0,0,0,2975000,0,0,0,2994000,19000,2975000,2975000
2344,華邦電          ,5981924,2798404,3183520,0,0,0,2000,29589,-27589,-264000,0,0,0,21000,285000,-264000,2891931
020012,富邦行動通訊N   ,0,0,0,0,0,0,0,0,0,2869000,0,0,0,3409000,540000,2869000,2869000
5876,上海商銀        ,3657395,802216,2855179,0,0,0,0,6000,-6000,-94000,238000,200000,38000,131000,263000,-132000,2755179
2387,精元            ,2327000,487965,1839035,0,0,0,560000,9000,551000,32000,0,0,0,47000,15000,32000,2422035
2504,國產            ,5869000,4702000,1167000,0,0,0,820000,0,820000,433000,436000,3000,433000,0,0,0,2420000
3036,文曄            ,3859000,1381000,2478000,0,0,0,3000,0,3000,-80000,0,0,0,0,80000,-80000,2401000
2867,三商壽          ,2546000,246000,2300000,0,0,0,0,0,0,-9000,0,9000,-9000,0,0,0,2291000
053447,京鼎凱基96購03  ,0,0,0,0,0,0,0,0,0,2283000,0,0,0,2299000,16000,2283000,2283000
2880,華南金          ,3475102,1224689,2250413,0,0,0,8000,252000,-244000,199000,0,0,0,201000,2000,199000,2205413
3049,和鑫            ,1096000,499000,597000,0,0,0,1626000,44000,1582000,14000,0,0,0,73000,59000,14000,2193000
2360,致茂            ,2572100,505000,2067100,0,0,0,13000,458,12542,-28000,13000,48000,-35000,12000,5000,7000,2051642
049220,聯發科國票95購02,0,0,0,0,0,0,0,0,0,2041000,0,0,0,2049000,8000,2041000,2041000
054125,元油反元大96購09,0,0,0,0,0,0,0,0,0,2033000,0,0,0,2063000,30000,2033000,2033000
2308,台達電          ,6960890,5041119,1919771,0,0,0,22000,18000,4000,13000,36000,4000,32000,53000,72000,-19000,1936771
2834,臺企銀          ,5615726,3514788,2100938,0,0,0,0,149000,-149000,-94000,0,0,0,0,94000,-94000,1857938
2408,南亞科          ,3624917,2078556,1546361,0,0,0,90000,185000,-95000,350000,337000,35000,302000,114000,66000,48000,1801361
00633L,富邦上証正2     ,74000,1160000,-1086000,0,0,0,0,0,0,2830000,76000,17000,59000,3855000,1084000,2771000,1744000
04588P,茂林永豐94售04  ,0,0,0,0,0,0,0,0,0,1741000,0,0,0,1741000,0,1741000,1741000
2887,台新金          ,6659890,4964840,1695050,0,0,0,0,283000,-283000,325000,30000,0,30000,295000,0,295000,1737050
2049,上銀            ,2976131,1630522,1345609,0,0,0,444000,2130,441870,-54000,98000,169000,-71000,82000,65000,17000,1733479
00639,富邦深100       ,1074000,0,1074000,0,0,0,0,0,0,647000,0,0,0,1454000,807000,647000,1721000
048381,T50反1國票94購03,0,0,0,0,0,0,0,0,0,1690000,0,0,0,2399000,709000,1690000,1690000
