證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00672L,元大S&P原油正2  ,38000,297000,-259000,0,0,0,0,0,0,281514000,600000,0,600000,293274000,12360000,280914000,281255000
00632R,元大台灣50反1   ,15021000,16808000,-1787000,0,0,0,2100000,0,2100000,108004000,5787000,9254000,-3467000,201859000,90388000,111471000,108317000
2303,聯電            ,151595559,112939515,38656044,0,0,0,2199000,51000,2148000,-1173000,882000,1754000,-872000,259000,560000,-301000,39631044
00637L,元大滬深300正2  ,13835000,8184000,5651000,0,0,0,0,0,0,24984000,0,0,0,115693000,90709000,24984000,30635000
2888,新光金          ,47952150,34598192,13353958,0,0,0,83000,596000,-513000,-130380,535000,99380,435620,802000,1368000,-566000,12710578
03091X,元展85          ,0,0,0,0,0,0,0,0,0,10239000,0,0,0,10239000,0,10239000,10239000
00861,元大全球未來通訊,2082000,23000,2059000,0,0,0,0,0,0,7040000,0,35000,-35000,8192000,1117000,7075000,9099000
2834,臺企銀          ,24821659,17986261,6835398,0,0,0,29000,234000,-205000,-58000,89000,285000,-196000,238000,100000,138000,6572398
2882,國泰金          ,25122351,18487114,6635237,0,0,0,79650,191158,-111508,-402489,0,166489,-166489,8000,244000,-236000,6121240
00664R,國泰臺灣加權反1 ,0,0,0,0,0,0,0,0,0,5170000,0,0,0,9187000,4017000,5170000,5170000
00634R,富邦上証反1     ,2305000,1089000,1216000,0,0,0,0,0,0,3809800,0,700000,-700000,9920000,5410200,4509800,5025800
1605,華新            ,5598000,8636000,-3038000,0,0,0,11000,0,11000,7988000,144000,497000,-353000,8418000,77000,8341000,4961000
2603,長榮            ,13028289,8045457,4982832,0,0,0,1232000,725000,507000,-867000,42000,899000,-857000,0,10000,-10000,4622832
2027,大成鋼          ,3426000,1681000,1745000,0,0,0,0,0,0,2811000,9000,199000,-190000,3342000,341000,3001000,4556000
