證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00677U,富邦VIX         ,96498000,48438000,48060000,0,0,0,0,0,0,-4242000,400000,400000,0,10560000,14802000,-4242000,43818000
00637L,元大滬深300正2  ,6044000,140000,5904000,0,0,0,0,0,0,14054000,0,700000,-700000,23503000,8749000,14754000,19958000
2303,聯電            ,24413723,17711464,6702259,0,0,0,3560000,61000,3499000,1502000,0,2000,-2000,1537000,33000,1504000,11703259
2409,友達            ,27642000,27778000,-136000,0,0,0,6124000,41000,6083000,2592000,378000,46000,332000,2313000,53000,2260000,8539000
00669R,國泰美國道瓊反1 ,3694000,102000,3592000,0,0,0,0,0,0,4614000,0,0,0,6284000,1670000,4614000,8206000
00861,元大全球未來通訊,3619000,4000,3615000,0,0,0,0,0,0,2673000,100000,0,100000,3064000,491000,2573000,6288000
00636,國泰中國A50     ,3260000,0,3260000,0,0,0,0,0,0,1608000,1000,846000,-845000,2725000,272000,2453000,4868000
00648R,元大S&P500反1   ,0,0,0,0,0,0,0,0,0,3618000,0,0,0,4212000,594000,3618000,3618000
048189,臺指反元大96購06,0,0,0,0,0,0,0,0,0,3100000,0,0,0,3215000,115000,3100000,3100000
00643,群益深証中小    ,2275000,2000,2273000,0,0,0,0,0,0,567000,3000,153000,-150000,873000,156000,717000,2840000
00633L,富邦上証正2     ,139000,83000,56000,0,0,0,0,0,0,2765000,0,270000,-270000,4253000,1218000,3035000,2821000
048187,臺指反元大96購04,0,0,0,0,0,0,0,0,0,2222000,0,0,0,2490000,268000,2222000,2222000
2345,智邦            ,4503300,2477000,2026300,0,0,0,342103,283000,59103,123000,232000,206000,26000,110000,13000,97000,2208403
00655L,國泰中國A50正2  ,533000,192000,341000,0,0,0,0,0,0,1646000,0,0,0,2173000,527000,1646000,1987000
3481,群創            ,24098000,22444663,1653337,0,0,0,26000,40000,-14000,155000,179000,300000,-121000,1319000,1043000,276000,1794337
00739,元大MSCI A股    ,971000,1000,970000,0,0,0,0,0,0,775000,0,0,0,1367000,592000,775000,1745000
