證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00677U,富邦VIX         ,39299000,14783000,24516000,0,0,0,0,0,0,-2241000,291000,3099000,-2808000,24152000,23585000,567000,22275000
00876,元大未來關鍵科技,1000,0,1000,0,0,0,0,0,0,13670000,0,0,0,14559000,889000,13670000,13671000
2330,台積電          ,53589215,40210719,13378496,0,0,0,466000,416000,50000,-1819985,481000,1452000,-971000,688000,1536985,-848985,11608511
0050,元大台灣50      ,5244000,360000,4884000,0,0,0,153000,96000,57000,2639000,13000,669000,-656000,8355000,5060000,3295000,7580000
00852L,國泰美國道瓊正2 ,997000,500000,497000,0,0,0,0,0,0,5365000,0,0,0,11462000,6097000,5365000,5862000
0056,元大高股息      ,165000,143000,22000,0,0,0,0,100000,-100000,4054000,17000,0,17000,4162000,125000,4037000,3976000
3037,欣興            ,9535000,4110000,5425000,0,0,0,50000,725000,-675000,-997000,564000,1563000,-999000,310000,308000,2000,3753000
2353,宏碁            ,9215140,4609878,4605262,0,0,0,0,15000,-15000,-1034000,0,298000,-298000,65000,801000,-736000,3556262
063057,祥碩統一03購01  ,0,0,0,0,0,0,0,0,0,3466000,0,0,0,4155000,689000,3466000,3466000
00861,元大全球未來通訊,969000,5000,964000,0,0,0,0,0,0,2059000,0,0,0,3005000,946000,2059000,3023000
07307P,上証2X凱基9A售02,0,0,0,0,0,0,0,0,0,2994000,0,0,0,2994000,0,2994000,2994000
2368,金像電          ,16305000,9489000,6816000,0,0,0,0,1075000,-1075000,-2756000,345000,2599000,-2254000,113000,615000,-502000,2985000
053564,台積電富邦99購01,2000,0,2000,0,0,0,0,0,0,2812000,0,0,0,4378000,1566000,2812000,2814000
3702,大聯大          ,1239108,2171235,-932127,0,0,0,3707000,7000,3700000,-188000,21000,79000,-58000,0,130000,-130000,2579873
6176,瑞儀            ,2141000,1747000,394000,0,0,0,2400000,17000,2383000,-240000,131000,289000,-158000,38000,120000,-82000,2537000
064821,聯電統一02購01  ,0,0,0,0,0,0,0,0,0,2472000,0,0,0,2990000,518000,2472000,2472000
00653L,富邦印度正2     ,1169000,316000,853000,0,0,0,0,0,0,1588000,0,0,0,3401000,1813000,1588000,2441000
00692,富邦公司治理    ,29000,34000,-5000,0,0,0,0,0,0,2434000,0,0,0,3672000,1238000,2434000,2429000
2375,凱美            ,2465000,283000,2182000,0,0,0,0,0,0,3000,3000,0,3000,100000,100000,0,2185000
6282,康舒            ,2941000,858000,2083000,0,0,0,0,0,0,100000,51000,75000,-24000,164000,40000,124000,2183000
2884,玉山金          ,4237656,14994000,-10756344,0,0,0,0,120000,-120000,12895000,291000,132000,159000,13089000,353000,12736000,2018656
00850,元大臺灣ESG永續 ,1000,2000,-1000,0,0,0,0,0,0,2012000,0,0,0,2763000,751000,2012000,2011000
064725,緯創統一02購01  ,0,0,0,0,0,0,0,0,0,1990000,0,0,0,2005000,15000,1990000,1990000
4968,立積            ,3584000,1664000,1920000,0,0,0,209000,53000,156000,-123000,270000,360000,-90000,98000,131000,-33000,1953000
00638R,元大滬深300反1  ,779000,44000,735000,0,0,0,0,0,0,1163000,0,0,0,1925000,762000,1163000,1898000
6196,帆宣            ,3489000,1721000,1768000,0,0,0,0,50000,-50000,144000,10000,40000,-30000,225000,51000,174000,1862000
4142,國光生          ,3923000,2087000,1836000,0,0,0,0,0,0,25000,5000,0,5000,20000,0,20000,1861000
066237,京鼎富邦04購01  ,120000,255000,-135000,0,0,0,0,0,0,1987000,0,0,0,2232000,245000,1987000,1852000
07486P,上証2X國票9B售02,0,0,0,0,0,0,0,0,0,1824000,0,0,0,1824000,0,1824000,1824000
066968,技嘉元富07購01  ,0,0,0,0,0,0,0,0,0,1741000,0,0,0,1954000,213000,1741000,1741000
1515,力山            ,3673000,3365000,308000,0,0,0,937000,0,937000,446000,98000,43000,55000,425000,34000,391000,1691000
064612,聯電元大01購01  ,0,0,0,0,0,0,0,0,0,1682000,0,0,0,1803000,121000,1682000,1682000
2504,國產            ,3155000,1141000,2014000,0,0,0,0,0,0,-359000,0,30000,-30000,0,329000,-329000,1655000
08278P,玉晶光元富9C售02,0,0,0,0,0,0,0,0,0,1650000,0,0,0,1667000,17000,1650000,1650000
08068P,宏達電國泰9C售01,0,0,0,0,0,0,0,0,0,1538000,0,0,0,1573000,35000,1538000,1538000
066234,群光富邦04購01  ,0,0,0,0,0,0,0,0,0,1529000,0,0,0,1648000,119000,1529000,1529000
08299P,玉晶光國票02售01,0,0,0,0,0,0,0,0,0,1528000,0,0,0,2168000,640000,1528000,1528000
062844,T50反1國泰9C購01,0,0,0,0,0,0,0,0,0,1514000,0,0,0,1939000,425000,1514000,1514000
