證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00637L,元大滬深300正2  ,29544000,16127000,13417000,0,0,0,0,15000,-15000,73835000,4523000,0,4523000,88279000,18967000,69312000,87237000
3481,群創            ,99037726,34224456,64813270,0,0,0,0,0,0,15403000,1870000,833000,1037000,16802000,2436000,14366000,80216270
2409,友達            ,69786898,12265000,57521898,0,0,0,0,29000,-29000,13736000,3759000,1491000,2268000,12563000,1095000,11468000,71228898
2344,華邦電          ,23715252,3512000,20203252,0,0,0,0,12000,-12000,1756000,882000,2000,880000,966000,90000,876000,21947252
0056,元大高股息      ,9000,10000,-1000,0,0,0,0,124000,-124000,21352000,0,0,0,21352000,0,21352000,21227000
2888,新光金          ,21914672,2546476,19368196,0,0,0,0,120000,-120000,1797000,1291000,302000,989000,1513000,705000,808000,21045196
00633L,富邦上証正2     ,6404000,2785000,3619000,0,0,0,4000,0,4000,16920000,2310000,0,2310000,21969000,7359000,14610000,20543000
2317,鴻海            ,28525708,13069699,15456009,0,0,0,0,81000,-81000,2605000,1722000,28000,1694000,1215000,304000,911000,17980009
00655L,國泰中國A50正2  ,2043000,1314000,729000,0,0,0,0,0,0,15036878,0,0,0,17948878,2912000,15036878,15765878
2303,聯電            ,24689155,7430000,17259155,0,0,0,0,1317000,-1317000,-1310006,494000,2101000,-1607000,328994,32000,296994,14632149
2330,台積電          ,29445371,17515305,11930066,0,0,0,341000,349000,-8000,945000,746000,645000,101000,873000,29000,844000,12867066
2337,旺宏            ,11459000,2358715,9100285,0,0,0,0,0,0,1106000,162000,22000,140000,1060000,94000,966000,10206285
2882,國泰金          ,14413024,4140380,10272644,0,0,0,0,97000,-97000,-35000,0,0,0,106000,141000,-35000,10140644
2883,開發金          ,41744744,8011000,33733744,0,0,0,0,140000,-140000,-23574000,111000,955000,-844000,158000,22888000,-22730000,10019744
2002,中鋼            ,11166953,1286100,9880853,0,0,0,0,132000,-132000,138000,139000,1000,138000,0,0,0,9886853
2887,台新金          ,12106526,2278655,9827871,0,0,0,0,101000,-101000,-103000,115000,0,115000,0,218000,-218000,9623871
2892,第一金          ,10827960,1497000,9330960,0,0,0,0,105000,-105000,108000,109000,1000,108000,0,0,0,9333960
2323,中環            ,6689000,436000,6253000,0,0,0,0,0,0,2400000,1888000,6000,1882000,591000,73000,518000,8653000
1314,中石化          ,8948000,841000,8107000,0,0,0,0,10000,-10000,397000,28000,0,28000,413000,44000,369000,8494000
2890,永豐金          ,14454798,4796000,9658798,0,0,0,0,106000,-106000,-1080000,71000,1152000,-1081000,1000,0,1000,8472798
2884,玉山金          ,17299466,8895000,8404466,0,0,0,0,110000,-110000,79000,127000,52000,75000,5000,1000,4000,8373466
0050,元大台灣50      ,1954170,45250,1908920,0,0,0,0,0,0,6100000,633000,0,633000,6452000,985000,5467000,8008920
00636,國泰中國A50     ,2746000,421000,2325000,0,0,0,0,0,0,5334041,80000,90000,-10000,6964041,1620000,5344041,7659041
2880,華南金          ,8262547,834200,7428347,0,0,0,0,99000,-99000,63000,63000,0,63000,0,0,0,7392347
056301,開發金元大9A購01,0,0,0,0,0,0,0,0,0,7125000,0,0,0,7868000,743000,7125000,7125000
2834,臺企銀          ,6830883,189000,6641883,0,0,0,0,53000,-53000,123000,111000,0,111000,12000,0,12000,6711883
0061,元大寶滬深      ,2155000,200000,1955000,0,0,0,0,0,0,4570000,1820000,130000,1690000,3022000,142000,2880000,6525000
2823,中壽            ,7698592,1027012,6671580,0,0,0,0,34000,-34000,-163000,27000,6000,21000,222000,406000,-184000,6474580
00850,元大臺灣ESG永續 ,56000,2000,54000,0,0,0,0,0,0,5645000,0,0,0,5665000,20000,5645000,5699000
1303,南亞            ,6163490,1092400,5071090,0,0,0,0,62000,-62000,557000,439000,4000,435000,122000,0,122000,5566090
2891,中信金          ,18942063,7503000,11439063,0,0,0,2600000,654000,1946000,-7831000,159000,8001000,-7842000,96000,85000,11000,5554063
2885,元大金          ,10976169,5645395,5330774,0,0,0,0,111000,-111000,99000,277000,101000,176000,40000,117000,-77000,5318774
00861,元大全球未來通訊,7000,5000,2000,0,0,0,0,0,0,5111000,0,0,0,5733000,622000,5111000,5113000
2881,富邦金          ,10450179,5094000,5356179,0,0,0,0,82000,-82000,-162000,58000,0,58000,90000,310000,-220000,5112179
