證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00677U,富邦VIX         ,32370000,951000,31419000,0,0,0,0,0,0,12482000,500000,0,500000,11982000,0,11982000,43901000
00672L,元大S&P原油正2  ,15524000,3041000,12483000,0,0,0,0,0,0,19782000,0,1400000,-1400000,38991000,17809000,21182000,32265000
00637L,元大滬深300正2  ,14047000,7052000,6995000,0,0,0,0,0,0,23750000,0,0,0,39651000,15901000,23750000,30745000
2891,中信金          ,23808476,4808000,19000476,0,0,0,139000,0,139000,634000,411000,1000,410000,286000,62000,224000,19773476
3481,群創            ,40943000,23935000,17008000,0,0,0,0,0,0,-1218000,78000,480000,-402000,1187000,2003000,-816000,15790000
2884,玉山金          ,20489120,10094986,10394134,0,0,0,82000,0,82000,1997000,1088000,10000,1078000,1162000,243000,919000,12473134
3706,神達            ,6639000,1518000,5121000,0,0,0,4315000,0,4315000,2166000,2780000,400000,2380000,1145000,1359000,-214000,11602000
2409,友達            ,22680000,13823000,8857000,0,0,0,855000,0,855000,-744000,479000,1659000,-1180000,904000,468000,436000,8968000
1909,榮成            ,8854000,3102000,5752000,0,0,0,1500000,0,1500000,842000,1020000,178000,842000,0,0,0,8094000
2888,新光金          ,12110000,4426000,7684000,0,0,0,158000,0,158000,-34000,7000,78000,-71000,702000,665000,37000,7808000
2887,台新金          ,11714000,5040000,6674000,0,0,0,74000,0,74000,548000,462000,0,462000,123000,37000,86000,7296000
054400,健策永豐96購02  ,20000,0,20000,0,0,0,0,0,0,6587000,0,0,0,8590000,2003000,6587000,6607000
2353,宏碁            ,7434000,1876000,5558000,0,0,0,5000,0,5000,521000,152000,27000,125000,510000,114000,396000,6084000
0056,元大高股息      ,0,0,0,0,0,0,30000,0,30000,5703000,7000,80000,-73000,6309000,533000,5776000,5733000
00633L,富邦上証正2     ,1130000,1059000,71000,0,0,0,0,0,0,5639000,0,0,0,7374000,1735000,5639000,5710000
2890,永豐金          ,8013000,2877000,5136000,0,0,0,77000,0,77000,445000,326000,2000,324000,125000,4000,121000,5658000
2885,元大金          ,8488000,4209000,4279000,0,0,0,81000,0,81000,1099000,1113000,100000,1013000,178000,92000,86000,5459000
2892,第一金          ,7603197,2808000,4795197,0,0,0,75000,0,75000,152000,10000,0,10000,142000,0,142000,5022197
03033P,微星國票03售01  ,0,0,0,0,0,0,0,0,0,4700000,0,0,0,4760000,60000,4700000,4700000
00708L,元大S&P黃金正2  ,0,0,0,0,0,0,0,0,0,4526000,0,0,0,5632000,1106000,4526000,4526000
051505,台積電元富95購05,0,0,0,0,0,0,0,0,0,4434000,0,0,0,4447000,13000,4434000,4434000
2002,中鋼            ,6072424,2133015,3939409,0,0,0,91000,0,91000,273000,86000,0,86000,195000,8000,187000,4303409
055417,健策富邦98購02  ,0,0,0,0,0,0,0,0,0,4206000,0,0,0,4591000,385000,4206000,4206000
2603,長榮            ,6315000,2477000,3838000,0,0,0,455000,0,455000,-93000,40000,133000,-93000,0,0,0,4200000
3037,欣興            ,6242000,2137000,4105000,0,0,0,215000,280000,-65000,-68000,309000,263000,46000,295000,409000,-114000,3972000
2610,華航            ,6072981,2321000,3751981,0,0,0,5000,0,5000,186000,58000,0,58000,128000,0,128000,3942981
3450,聯鈞            ,2343000,950000,1393000,0,0,0,701000,0,701000,1752000,196000,45000,151000,1806000,205000,1601000,3846000
2371,大同            ,4295000,507000,3788000,0,0,0,0,0,0,-60000,193000,253000,-60000,0,0,0,3728000
054268,健策第一96購01  ,0,0,0,0,0,0,0,0,0,3609000,0,0,0,4026000,417000,3609000,3609000
053675,臺股指元富96購02,0,0,0,0,0,0,0,0,0,3422000,0,0,0,3584000,162000,3422000,3422000
2201,裕隆            ,3222000,656000,2566000,0,0,0,150000,0,150000,507000,1000,0,1000,672000,166000,506000,3223000
2618,長榮航          ,4611000,1202947,3408053,0,0,0,26000,0,26000,-212000,898000,1093000,-195000,13000,30000,-17000,3222053
2880,華南金          ,5806809,2835000,2971809,0,0,0,67000,0,67000,132000,6000,0,6000,126000,0,126000,3170809
2881,富邦金          ,4521000,1771000,2750000,0,0,0,56000,0,56000,263000,5000,20000,-15000,278000,0,278000,3069000
2886,兆豐金          ,5284265,4704000,580265,0,0,0,685000,24000,661000,1599000,1666000,117000,1549000,136000,86000,50000,2840265
055039,神達富邦99購01  ,0,0,0,0,0,0,0,0,0,2732000,0,0,0,3631000,899000,2732000,2732000
039908,元油反富邦92購01,0,0,0,0,0,0,0,0,0,2607000,0,0,0,2607000,0,2607000,2607000
00655L,國泰中國A50正2  ,46000,0,46000,0,0,0,0,0,0,2467000,0,0,0,3690000,1223000,2467000,2513000
8046,南電            ,1015000,650000,365000,0,0,0,1771000,0,1771000,369000,90000,49000,41000,358000,30000,328000,2505000
047788,欣興群益93購05  ,0,0,0,0,0,0,0,0,0,2500000,0,0,0,2500000,0,2500000,2500000
3231,緯創            ,5710000,3200000,2510000,0,0,0,5000,10000,-5000,-26000,46000,3000,43000,85000,154000,-69000,2479000
3189,景碩            ,2196000,314000,1882000,0,0,0,384000,0,384000,81000,11000,120000,-109000,325000,135000,190000,2347000
5880,合庫金          ,5340829,3229000,2111829,0,0,0,69000,0,69000,121000,10000,0,10000,111000,0,111000,2301829
03648C,T50反1元大96牛07,0,0,0,0,0,0,0,0,0,2300000,0,0,0,2300000,0,2300000,2300000
045872,元油2X元富98購03,0,0,0,0,0,0,0,0,0,2278000,0,0,0,2624000,346000,2278000,2278000
2327,國巨            ,3403230,1690537,1712693,0,0,0,292000,121000,171000,249000,219000,225000,-6000,406000,151000,255000,2132693
6239,力成            ,3806000,1561800,2244200,0,0,0,40000,80000,-40000,-102000,16000,126000,-110000,29000,21000,8000,2102200
055655,群創元富99購07  ,0,0,0,0,0,0,0,0,0,2072000,0,0,0,2354000,282000,2072000,2072000
5876,上海商銀        ,2812000,772000,2040000,0,0,0,0,0,0,2000,1000,60000,-59000,106000,45000,61000,2042000
00639,富邦深100       ,2138000,0,2138000,0,0,0,0,0,0,-107000,0,0,0,1000000,1107000,-107000,2031000
2883,開發金          ,5911962,4715000,1196962,0,0,0,103000,0,103000,707000,2000,0,2000,711000,6000,705000,2006962
3711,日月光投控      ,6849888,5001000,1848888,0,0,0,58000,0,58000,78000,104000,44000,60000,117000,99000,18000,1984888
043040,永冠元富94購01  ,0,0,0,0,0,0,0,0,0,1983000,0,0,0,1988000,5000,1983000,1983000
2801,彰銀            ,4834000,2524000,2310000,0,0,0,46000,0,46000,-405000,1000,0,1000,121000,527000,-406000,1951000
052736,T50反1元大96購05,0,0,0,0,0,0,0,0,0,1804000,0,0,0,1814000,10000,1804000,1804000
1303,南亞            ,3118000,1449000,1669000,0,0,0,41000,0,41000,66000,5000,15000,-10000,76000,0,76000,1776000
2345,智邦            ,1869974,516000,1353974,0,0,0,175000,0,175000,174000,161000,65000,96000,97000,19000,78000,1702974
1536,和大            ,1392000,264000,1128000,0,0,0,24000,0,24000,540000,104000,4000,100000,464000,24000,440000,1692000
0061,元大寶滬深      ,2630000,0,2630000,0,0,0,0,0,0,-970000,250000,360000,-110000,176000,1036000,-860000,1660000
051391,聯發科兆豐95購02,0,0,0,0,0,0,0,0,0,1596000,0,0,0,1596000,0,1596000,1596000
052681,T50反1元大98購02,0,0,0,0,0,0,0,0,0,1570000,0,0,0,1575000,5000,1570000,1570000
055144,T50反1元大97購03,0,0,0,0,0,0,0,0,0,1554000,0,0,0,2668000,1114000,1554000,1554000
056052,T50反1元大97購06,0,0,0,0,0,0,0,0,0,1554000,0,0,0,2004000,450000,1554000,1554000
05400P,台積電永豐95售05,0,0,0,0,0,0,0,0,0,1513000,0,0,0,1550000,37000,1513000,1513000
006205,富邦上証        ,1118000,20000,1098000,0,0,0,0,0,0,380000,160000,0,160000,2265000,2045000,220000,1478000
057138,亞德客兆豐98購01,0,0,0,0,0,0,0,0,0,1466000,0,0,0,1592000,126000,1466000,1466000
049730,滬深2X群益94購02,0,0,0,0,0,0,0,0,0,1447000,0,0,0,1497000,50000,1447000,1447000
