證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2603,長榮            ,28600101,16968000,11632101,0,0,0,5271000,1711000,3560000,2133000,3548000,1397000,2151000,8000,26000,-18000,17325101
00632R,元大台灣50反1   ,13241000,1568000,11673000,0,0,0,0,0,0,2095000,0,1135000,-1135000,8692000,5462000,3230000,13768000
2884,玉山金          ,15532700,5059975,10472725,0,0,0,0,0,0,192000,46000,0,46000,278000,132000,146000,10664725
1312,國喬            ,16684000,6777000,9907000,0,0,0,0,0,0,255000,429000,58000,371000,231000,347000,-116000,10162000
1714,和桐            ,9231000,761000,8470000,0,0,0,0,0,0,-70000,30000,100000,-70000,0,0,0,8400000
2330,台積電          ,30629373,22330604,8298769,0,0,0,120000,32000,88000,-95000,219000,251000,-32000,390000,453000,-63000,8291769
3037,欣興            ,18375000,10506000,7869000,0,0,0,130000,354000,-224000,431000,1293000,894000,399000,165000,133000,32000,8076000
2409,友達            ,16314000,8129000,8185000,0,0,0,60000,0,60000,-371000,161000,480000,-319000,219000,271000,-52000,7874000
00653L,富邦印度正2     ,3592000,17000,3575000,0,0,0,0,0,0,4269000,0,0,0,4410000,141000,4269000,7844000
2353,宏碁            ,14157000,5471000,8686000,0,0,0,0,0,0,-2017000,416000,636000,-220000,129000,1926000,-1797000,6669000
2376,技嘉            ,11218100,4976000,6242100,0,0,0,153000,400000,-247000,186000,588000,397000,191000,433000,438000,-5000,6181100
1101,台泥            ,11341200,10091217,1249983,0,0,0,4572000,0,4572000,-1317000,293000,1593000,-1300000,70000,87000,-17000,4504983
2615,萬海            ,3291000,1028000,2263000,0,0,0,4000000,2000000,2000000,-115000,45000,160000,-115000,0,0,0,4148000
063750,和鑫國票9B購01  ,0,0,0,0,0,0,0,0,0,3533000,0,0,0,3533000,0,3533000,3533000
1504,東元            ,3625000,1276000,2349000,0,0,0,0,0,0,1129000,83000,61000,22000,1107000,0,1107000,3478000
2368,金像電          ,12433000,9114000,3319000,0,0,0,0,0,0,83000,380000,561000,-181000,605000,341000,264000,3402000
2332,友訊            ,4317000,914000,3403000,0,0,0,0,0,0,-139000,27000,102000,-75000,167000,231000,-64000,3264000
4938,和碩            ,6969334,3618359,3350975,0,0,0,137000,0,137000,-311000,85000,167000,-82000,20000,249000,-229000,3176975
00636,國泰中國A50     ,34000,37000,-3000,0,0,0,0,0,0,3011000,230000,10000,220000,3018000,227000,2791000,3008000
2317,鴻海            ,22332572,18000770,4331802,0,0,0,0,0,0,-1332000,46000,210000,-164000,2000,1170000,-1168000,2999802
063201,廣達統一01購01  ,0,6000,-6000,0,0,0,0,0,0,2995000,0,0,0,3257000,262000,2995000,2989000
