證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00672L,元大S&P原油正2  ,16146000,1009000,15137000,0,0,0,0,0,0,33381000,0,800000,-800000,61922000,27741000,34181000,48518000
00637L,元大滬深300正2  ,8861000,6462000,2399000,0,0,0,0,0,0,16032000,0,652000,-652000,37379000,20695000,16684000,18431000
2891,中信金          ,28588222,13380885,15207337,0,0,0,26000,0,26000,-1026000,0,1114000,-1114000,141000,53000,88000,14207337
00632R,元大台灣50反1   ,1124000,2837000,-1713000,0,0,0,0,0,0,14520000,2959000,450000,2509000,13591000,1580000,12011000,12807000
2344,華邦電          ,14348051,8288000,6060051,0,0,0,560000,1837000,-1277000,3411000,724000,179000,545000,2900000,34000,2866000,8194051
2313,華通            ,3401000,1109001,2291999,0,0,0,1328000,0,1328000,1668000,887000,23000,864000,1026000,222000,804000,5287999
2409,友達            ,20122504,16309000,3813504,0,0,0,0,0,0,740000,1370000,127000,1243000,109000,612000,-503000,4553504
8046,南電            ,1598000,1750489,-152489,0,0,0,3564000,0,3564000,1081000,165000,117000,48000,1235000,202000,1033000,4492511
3042,晶技            ,2723000,584237,2138763,0,0,0,939000,0,939000,858000,181000,33000,148000,942000,232000,710000,3935763
1909,榮成            ,4165794,2048000,2117794,0,0,0,1000000,0,1000000,557000,861000,304000,557000,0,0,0,3674794
056350,上銀元大98購02  ,0,0,0,0,0,0,0,0,0,3306000,0,0,0,3375000,69000,3306000,3306000
3706,神達            ,4503000,3864483,638517,0,0,0,3810000,0,3810000,-1183000,756000,1641000,-885000,469000,767000,-298000,3265517
2376,技嘉            ,5632000,2251000,3381000,0,0,0,161000,264000,-103000,-140000,104000,132000,-28000,135000,247000,-112000,3138000
3189,景碩            ,3848000,728001,3119999,0,0,0,100000,0,100000,-115000,136000,18000,118000,72000,305000,-233000,3104999
051173,元油2X凱基98購01,0,0,0,0,0,0,0,0,0,3040000,0,0,0,3040000,0,3040000,3040000
2809,京城銀          ,1884000,248001,1635999,0,0,0,399000,0,399000,793000,799000,6000,793000,0,0,0,2827999
