日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/01/02,2080093,108259236,52.0,52.2,51.9,52.0,0.0,1054
109/01/03,2716483,141629246,52.2,52.3,51.8,52.3,0.3,1424
109/01/06,3161597,163972105,51.8,52.3,51.7,51.7,-0.6,869
109/01/07,2254131,115406476,51.8,51.9,50.9,50.9,-0.8,1078
109/01/08,2631078,133113032,50.5,50.9,50.3,50.6,-0.3,972
109/01/09,2117509,107981495,50.8,51.4,50.7,51.1,0.5,900
109/01/10,1203869,61288699,50.8,51.0,50.7,51.0,-0.1,656
109/01/13,5866114,303323328,51.1,52.1,50.8,52.0,1.0,2314
109/01/14,6558501,344282383,52.0,52.7,52.0,52.7,0.7,2218
109/01/15,3142882,164850795,52.7,52.8,52.0,52.5,-0.2,1504
109/01/16,1765944,92447949,52.7,52.7,52.2,52.2,-0.3,975
109/01/17,7123835,373731398,52.5,52.9,52.0,52.8,0.6,1743
109/01/20,6071278,322164934,52.8,53.2,52.7,53.1,0.3,2890
109/01/30,13038041,658910231,52.0,52.0,50.0,50.1,-3.0,5211
109/01/31,11470059,576054433,49.95,50.7,49.95,50.0,-0.1,3907
109/02/03,7977101,395728794,49.45,50.3,48.85,49.6,-0.4,2840
109/02/04,5679367,283523107,49.9,50.3,49.3,50.1,0.5,1877
109/02/05,3929750,196793637,50.1,50.3,49.8,50.1,0.0,1457
109/02/06,4942325,251635928,50.2,51.4,50.2,50.6,0.5,1704
109/02/07,3916298,199089717,50.6,51.3,50.6,50.8,0.2,1626
109/02/10,3277660,165408015,50.5,50.9,50.1,50.4,-0.4,1562
109/02/11,2276491,115566120,50.4,51.0,50.4,50.7,0.3,1256
109/02/12,3600486,183153186,50.7,51.1,50.6,51.0,0.3,1694
109/02/13,5263247,271050320,50.8,52.3,50.8,51.6,0.6,2292
109/02/14,1721723,88855255,51.6,51.8,51.4,51.7,0.1,935
109/02/17,1166076,59866686,51.5,51.6,51.2,51.4,-0.3,736
109/02/18,2849251,146427216,51.0,51.7,51.0,51.7,0.3,1285
109/02/19,4052128,211080309,51.9,52.5,51.5,52.1,0.4,1919
109/02/20,3370533,175805216,52.2,52.5,51.9,51.9,-0.2,1744
109/02/21,4397082,230043564,51.9,52.6,51.8,52.0,0.1,1934
109/02/24,4808759,245554720,51.6,51.8,50.5,50.9,-1.1,2316
109/02/25,3422918,173693418,50.3,51.0,50.3,50.9,0.0,1987
109/02/26,5406825,273119375,50.1,50.9,50.1,50.7,-0.2,2319
109/02/27,7864201,396021706,50.5,50.8,50.2,50.3,-0.4,2390
109/03/02,6239907,309165451,49.35,50.0,49.2,49.4,-0.9,3259
109/03/03,3994935,199684500,49.9,50.4,49.65,50.0,0.6,2223
109/03/04,3575040,179394448,49.75,50.4,49.7,50.4,0.4,1254
109/03/05,4455901,226290151,50.5,51.0,50.4,51.0,0.6,1613
109/03/06,12421987,615803171,50.2,50.2,49.25,49.6,-1.4,6853
109/03/09,20308735,947831320,48.6,48.6,46.0,46.1,-3.5,9212
109/03/10,12927700,605677761,45.6,47.7,45.55,47.4,1.3,6424
109/03/11,9274710,437174662,47.4,47.6,46.8,47.0,-0.4,4047
109/03/12,11543503,518635785,46.75,46.8,44.0,44.3,-2.7,5181
109/03/13,15899140,648991170,41.05,42.6,40.1,42.2,-2.1,7774
109/03/16,13291136,536394534,42.2,42.2,39.5,39.6,-2.6,7056
109/03/17,15844059,604185151,37.1,39.0,37.0,38.25,-1.35,6573
109/03/18,11271026,429547467,38.2,39.1,37.2,38.0,-0.25,5071
109/03/19,18617813,665430785,37.0,37.6,34.45,35.0,-3.0,7707
