日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/01/02,7917828,103353814,13.05,13.1,13.0,13.05,0.05,3870
109/01/03,17369487,226043831,13.05,13.1,12.95,13.05,0.0,6267
109/01/06,15116284,196432842,13.0,13.05,12.95,13.0,-0.05,5191
109/01/07,15364979,199425144,12.95,13.0,12.9,13.0,0.0,5849
109/01/08,18621723,240852351,12.9,13.0,12.85,12.95,-0.05,4425
109/01/09,16633097,217315126,13.0,13.15,13.0,13.1,0.15,4695
109/01/10,8674907,113771543,13.1,13.15,13.05,13.15,0.05,1800
109/01/13,31276531,408541251,13.1,13.15,13.0,13.05,-0.1,3555
109/01/14,17099766,224214401,13.1,13.15,13.05,13.15,0.1,3055
109/01/15,19131179,251838366,13.15,13.2,13.1,13.2,0.05,3619
109/01/16,15594841,205239576,13.2,13.2,13.1,13.2,0.0,3857
109/01/17,19385212,257671714,13.2,13.35,13.2,13.35,0.15,2809
109/01/20,16799347,226058986,13.35,13.5,13.35,13.5,0.15,3136
109/01/30,50646824,656266217,13.15,13.15,12.8,12.8,-0.7,11517
109/01/31,33628617,435877717,12.85,13.05,12.85,12.9,0.1,6279
109/02/03,33922175,436844515,12.65,13.0,12.55,13.0,0.1,4330
109/02/04,26279000,342271256,12.95,13.15,12.9,13.1,0.1,2699
109/02/05,14698198,192001275,13.1,13.1,13.0,13.05,-0.05,3103
109/02/06,26983851,354012961,13.1,13.2,13.05,13.15,0.1,2427
109/02/07,10523702,137428821,13.05,13.1,13.0,13.05,-0.1,2475
109/02/10,18548785,241960694,13.05,13.1,12.9,13.1,0.05,1928
109/02/11,14245073,186346892,13.1,13.15,13.05,13.1,0.0,3315
109/02/12,18050899,235996776,13.1,13.15,13.05,13.05,-0.05,2559
109/02/13,9974232,130279573,13.05,13.1,13.05,13.05,0.0,1647
109/02/14,7019034,91802061,13.05,13.1,13.0,13.1,0.05,1258
109/02/17,7506637,98082081,13.05,13.1,13.0,13.1,0.0,1472
109/02/18,9442306,123479448,13.05,13.1,13.05,13.1,0.0,1443
109/02/19,18736959,247216932,13.1,13.3,13.1,13.3,0.2,3004
109/02/20,21529484,285195549,13.3,13.35,13.15,13.15,-0.15,3322
109/02/21,19193566,251909062,13.15,13.25,13.05,13.1,-0.05,2158
109/02/24,28313752,367963076,13.05,13.05,12.9,13.0,-0.1,3961
109/02/25,20418351,264791963,12.9,13.05,12.9,13.0,0.0,3704
109/02/26,20340025,263347575,12.9,13.05,12.9,13.05,0.05,2459
109/02/27,26979277,350764751,13.0,13.05,12.9,13.0,-0.05,2979
109/03/02,31043856,402120678,12.85,13.05,12.85,13.0,0.0,4414
109/03/03,18467816,240829358,13.1,13.15,13.0,13.05,0.05,4540
109/03/04,25598695,333001835,13.05,13.1,12.95,13.0,-0.05,3606
109/03/05,35770719,461968955,13.0,13.0,12.85,12.9,-0.1,7381
109/03/06,37533629,482865207,12.9,12.95,12.8,12.8,-0.1,6034
109/03/09,43498208,548470497,12.65,12.75,12.5,12.55,-0.25,7969
109/03/10,30444068,378123658,12.45,12.55,12.25,12.5,-0.05,5588
109/03/11,22247635,276136412,12.45,12.5,12.3,12.35,-0.15,5531
109/03/12,39057915,461249667,12.15,12.2,11.65,11.75,-0.6,8115
109/03/13,55203117,605621643,10.95,11.45,10.7,11.3,-0.45,11108
109/03/16,32201764,349447808,11.25,11.25,10.65,10.7,-0.6,6963
109/03/17,42830433,441761849,10.2,10.55,10.15,10.3,-0.4,11014
109/03/18,40651026,412566194,10.2,10.3,10.0,10.1,-0.2,8640
109/03/19,64258382,616703990,9.8,9.85,9.3,9.68,-0.42,15371
109/03/20,55735813,571477324,9.72,10.6,9.72,10.6,0.92,9635
109/03/23,26583137,269921921,10.0,10.35,9.85,10.1,-0.5,8334
109/03/24,24348747,254307423,10.55,10.6,10.3,10.35,0.25,4307
109/03/25,33168384,359613961,10.6,11.1,10.55,10.85,0.5,6445
109/03/26,16594222,180465294,11.0,11.0,10.65,10.95,0.1,2742
109/03/27,20354620,225577850,11.15,11.2,11.0,11.05,0.1,4868
109/03/30,19003170,207451270,10.8,11.05,10.65,10.9,-0.15,2869
109/03/31,25579396,282139227,11.05,11.15,10.95,11.05,0.15,3478
