日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/01/02,2724217,61913803,22.7,22.8,22.65,22.8,0.1,653
109/01/03,2845862,64924829,22.8,22.85,22.75,22.85,0.05,1405
109/01/06,4915248,111218328,22.65,22.75,22.55,22.55,-0.3,1472
109/01/07,3088457,69551765,22.55,22.55,22.45,22.55,0.0,813
109/01/08,5984783,133603194,22.4,22.45,22.25,22.25,-0.3,1374
109/01/09,4066565,90576428,22.1,22.4,22.1,22.4,0.15,1118
109/01/10,3030485,67642176,22.25,22.4,22.25,22.4,0.0,994
109/01/13,3496375,78373006,22.4,22.5,22.3,22.5,0.1,1180
109/01/14,3702822,83227065,22.5,22.55,22.35,22.55,0.05,1198
109/01/15,3900422,87233396,22.55,22.55,22.3,22.35,-0.2,1285
109/01/16,2321906,52055010,22.45,22.5,22.35,22.45,0.1,1148
109/01/17,3248154,72636292,22.45,22.5,22.3,22.4,-0.05,908
109/01/20,3082941,69308391,22.3,22.55,22.3,22.45,0.05,1154
109/01/30,18610302,404379147,22.0,22.4,21.5,21.65,-0.8,7214
109/01/31,11074935,238845259,21.6,21.8,21.45,21.45,-0.2,3428
109/02/03,111281499,2416839802,21.0,21.75,20.9,21.75,0.3,2899
109/02/04,8960553,195956870,21.55,22.15,21.5,22.15,0.4,3534
109/02/05,7380643,163269136,22.1,22.3,21.7,22.2,0.05,3967
109/02/06,7900072,178506830,22.25,22.75,22.25,22.75,0.55,1996
109/02/07,7776394,177104565,22.6,22.9,22.5,22.9,0.15,2118
109/02/10,5995473,137302472,22.9,22.95,22.8,22.95,0.05,2119
109/02/11,8311084,189961421,22.95,23.05,22.6,22.7,-0.25,4821
109/02/12,5597439,128354648,22.85,23.0,22.85,23.0,0.3,2693
109/02/13,7204211,166107591,23.0,23.1,23.0,23.1,0.1,2760
109/02/14,5653266,130655173,22.9,23.2,22.9,23.2,0.1,1614
109/02/17,4479960,103482085,22.95,23.15,22.95,23.15,-0.05,1076
109/02/18,4265688,98752524,23.0,23.2,23.0,23.15,0.0,1047
109/02/19,7490904,175195679,23.25,23.5,23.2,23.5,0.35,2136
109/02/20,4213969,98767775,23.5,23.6,23.35,23.35,-0.15,1207
109/02/21,3844476,89729258,23.2,23.45,23.2,23.25,-0.1,889
109/02/24,7876528,182535465,22.95,23.25,22.95,23.25,0.0,3094
109/02/25,5512615,127958502,23.0,23.3,23.0,23.25,0.0,2314
109/02/26,13646144,314282062,22.75,23.3,22.7,23.1,-0.15,5710
109/02/27,11950505,276438793,23.0,23.2,23.0,23.2,0.1,2679
109/03/02,14591510,337318558,22.6,23.35,22.6,23.2,0.0,4121
109/03/03,10709610,248423354,23.2,23.25,23.1,23.2,0.0,2645
109/03/04,7078226,164522089,23.1,23.3,23.1,23.3,0.1,1999
109/03/05,5409682,126326739,23.2,23.4,23.2,23.4,0.1,1899
109/03/06,10056210,233692579,23.4,23.45,23.15,23.25,-0.15,1884
109/03/09,18510530,425784482,22.7,23.15,22.7,23.0,-0.25,4367
109/03/10,17154959,394124337,22.9,23.15,22.85,22.95,-0.05,4042
109/03/11,10319672,237346234,22.9,23.1,22.85,23.05,0.1,2399
109/03/12,22826915,511162480,23.0,23.0,21.95,22.2,-0.85,5352
109/03/13,30778552,659398589,20.6,22.25,20.5,22.25,0.05,6063
109/03/16,14986455,324129870,22.0,22.0,21.05,21.2,-1.05,4677
109/03/17,22580353,448890068,20.4,20.5,19.45,19.45,-1.75,5692
109/03/18,19575145,377671428,19.3,19.55,18.9,19.5,0.05,7218
109/03/19,24107862,450814470,18.45,19.05,18.1,18.7,-0.8,9018
109/03/20,24226499,454945080,18.65,19.0,18.65,18.7,0.0,5394
109/03/23,10966686,200620986,18.1,18.65,18.05,18.25,-0.45,2866
109/03/24,11436138,221177856,18.95,19.95,18.7,19.25,1.0,3133
109/03/25,8638713,169150600,19.3,19.95,19.25,19.65,0.4,2850
109/03/26,5917749,116218833,19.8,19.85,19.5,19.7,0.05,1867
109/03/27,6233201,123316676,19.95,19.95,19.55,19.85,0.15,1647
109/03/30,9688371,188152299,19.4,19.65,19.0,19.5,-0.35,2168
109/03/31,8385155,160374483,19.65,19.7,18.85,19.05,-0.45,2184
109/04/01,14587148,274725525,19.0,19.05,18.65,18.8,-0.25,5472
109/04/06,10423175,198698061,19.15,19.35,18.65,19.15,0.35,3470
109/04/07,9337666,179658894,19.25,19.45,19.05,19.45,0.3,3264
109/04/08,11349484,218346409,19.2,19.4,19.1,19.2,-0.25,2493
109/04/09,4623808,89083146,19.15,19.4,19.15,19.4,0.2,1769
109/04/10,6358991,125053677,19.35,19.8,19.35,19.7,0.3,2785
109/04/13,5153938,101253722,19.6,19.75,19.55,19.6,-0.1,1504
109/04/14,9459907,187865751,19.5,20.05,19.5,19.75,0.15,3999
109/04/15,12023667,245848198,19.95,20.85,19.85,20.6,0.85,3689
109/04/16,14313156,290344712,20.4,20.55,20.0,20.1,-0.5,2987
109/04/17,9368776,193316144,20.2,21.4,20.2,20.3,0.2,2279
109/04/20,10330283,209448118,20.2,20.45,20.0,20.15,-0.15,5108
109/04/21,12207830,236429791,19.9,20.05,19.05,19.2,-0.95,3897
109/04/22,6414341,122356238,19.05,19.15,19.0,19.1,-0.1,1537
109/04/23,10982651,208578219,19.05,19.3,18.85,19.0,-0.1,3129
109/04/24,4511112,85560578,18.9,19.1,18.9,18.9,-0.1,1315
109/04/27,6872123,133147795,19.2,19.5,19.1,19.4,0.5,1672
109/04/28,5088964,98949634,19.5,19.6,19.35,19.5,0.1,1119
109/04/29,8577096,168909090,19.6,19.9,19.55,19.6,0.1,3139
109/04/30,16202946,319488162,19.7,19.85,19.6,19.6,0.0,2902
109/05/04,15607314,294253717,18.7,18.95,18.7,18.8,-0.8,5751
109/05/05,8182420,154104480,18.9,19.05,18.7,18.8,0.0,3433
109/05/06,7806116,146287330,18.75,18.85,18.6,18.75,-0.05,3293
109/05/07,12226389,229591247,18.75,18.85,18.7,18.75,0.0,2466
109/05/08,5363963,101661800,18.95,19.05,18.85,18.9,0.15,1714
109/05/11,5945902,114019036,19.1,19.25,19.05,19.15,0.25,2039
109/05/12,6120926,115878721,18.95,19.0,18.9,18.9,-0.25,2154
109/05/13,6145073,116410615,18.9,19.1,18.8,19.1,0.2,2042
109/05/14,8899361,167775022,18.9,19.0,18.8,18.8,-0.3,3245
109/05/15,7462243,140444873,18.95,18.95,18.7,18.8,0.0,2164
109/05/18,3399226,63856647,18.75,18.95,18.7,18.8,0.0,1192
109/05/19,7298748,138160332,19.1,19.1,18.85,18.85,0.05,2113
109/05/20,4670647,88316634,18.95,19.0,18.85,18.85,0.0,1973
109/05/21,8005588,152484609,18.85,19.15,18.85,19.1,0.25,1996
109/05/22,14653452,275809061,19.0,19.0,18.75,18.75,-0.35,3976
109/05/25,7350293,137685654,18.8,18.85,18.65,18.8,0.05,1739
109/05/26,9641826,183946202,18.9,19.2,18.85,19.15,0.35,2321
109/05/27,4731671,90214992,19.15,19.2,19.0,19.05,-0.1,1673
109/05/28,8203397,156033792,19.15,19.2,18.9,18.95,-0.1,2064
109/05/29,48672672,916321595,18.8,19.15,18.8,18.8,-0.15,2749
109/06/01,10053907,192316437,19.0,19.2,18.9,19.1,0.3,2259
109/06/02,7959874,152771792,19.1,19.25,19.1,19.2,0.1,1924
109/06/03,11789442,231098219,19.4,19.75,19.35,19.65,0.45,3304
109/06/04,12083823,239588412,19.85,20.0,19.7,19.85,0.2,3255
109/06/05,6108695,121525324,19.8,20.0,19.75,19.9,0.05,2193
109/06/08,13326289,269526717,19.95,20.4,19.95,20.4,0.5,5074
109/06/09,7835003,158306907,20.4,20.4,20.05,20.15,-0.25,2048
109/06/10,8386905,169447785,20.2,20.3,20.1,20.25,0.1,2124
109/06/11,12601730,250977859,20.15,20.2,19.7,19.75,-0.5,3505
109/06/12,9579577,186412031,19.45,19.55,19.35,19.45,-0.3,2480
109/06/15,8103432,156735893,19.45,19.45,19.25,19.3,-0.15,2352
109/06/16,8753869,172415876,19.5,19.8,19.45,19.75,0.45,2156
109/06/17,14363352,286311566,19.8,20.1,19.6,20.05,0.3,9615
109/06/18,4737937,93644911,20.05,20.05,19.65,19.75,-0.3,1632
109/06/19,9489929,186359819,19.75,19.8,19.6,19.6,-0.15,1236
109/06/22,7737586,150565639,19.65,19.65,19.4,19.4,-0.2,2177
109/06/23,5404815,105113422,19.4,19.6,19.25,19.55,0.15,1337
109/06/24,6007274,117758523,19.6,19.7,19.5,19.55,0.0,1078
109/06/29,8784408,169043627,19.5,19.55,19.05,19.25,-0.3,2576
109/06/30,8162702,158092493,19.3,19.45,19.3,19.35,0.1,1301
109/07/01,4145771,80391279,19.35,19.45,19.3,19.4,0.05,1090
109/07/02,7202883,139991349,19.4,19.5,19.3,19.5,0.1,1059
109/07/03,2594589,50728322,19.55,19.6,19.5,19.55,0.05,857
109/07/06,7779028,153186400,19.6,19.8,19.55,19.75,0.2,1461
109/07/07,6110719,119977123,19.75,19.8,19.55,19.65,-0.1,1453
109/07/08,5218758,102115071,19.6,19.65,19.5,19.6,-0.05,1327
109/07/09,7992332,156662089,19.6,19.65,19.5,19.65,0.05,1369
109/07/10,3705809,72181041,19.6,19.6,19.45,19.45,-0.2,1116
109/07/13,6010972,116857619,19.6,19.6,19.35,19.4,-0.05,1191
109/07/14,3996736,77312403,19.35,19.4,19.3,19.35,-0.05,1102
109/07/15,7610454,148317375,19.4,19.6,19.35,19.6,0.25,1419
109/07/16,4154576,80962963,19.65,19.65,19.4,19.45,-0.15,999
109/07/17,4817258,93569358,19.6,19.6,19.35,19.35,-0.1,989
109/07/20,4931479,95322561,19.35,19.4,19.25,19.3,-0.05,1094
109/07/21,5272514,102544169,19.4,19.55,19.35,19.45,0.15,853
109/07/22,4245464,82614090,19.3,19.5,19.3,19.5,0.05,979
109/07/23,3775761,73185073,19.35,19.45,19.3,19.35,-0.15,988
109/07/24,8349433,160138042,19.25,19.3,19.1,19.1,-0.25,2225
109/07/27,8106133,154161425,19.05,19.3,18.9,18.9,-0.2,2287
109/07/28,8038614,151723255,18.75,19.1,18.7,19.0,0.1,1969
109/07/29,7603715,144932533,18.95,19.2,18.85,19.05,0.05,1893
109/07/30,6710412,127833432,19.1,19.2,18.9,19.2,0.15,1769
109/07/31,5847803,111330358,19.15,19.15,19.0,19.0,-0.2,1526
109/08/03,11826667,223609868,18.95,19.0,18.8,18.8,-0.20,3338
109/08/04,6909252,130563129,18.85,19.0,18.85,18.85,+0.05,2007
109/08/05,5478817,104076723,18.9,19.1,18.9,19.05,+0.20,1512
109/08/06,5998092,115385586,19.05,19.3,19.05,19.3,+0.25,1387
109/08/07,5458172,105011209,19.3,19.35,19.2,19.2,-0.10,1702
109/08/10,11092043,214336229,19.2,19.4,19.2,19.4,+0.20,2222
109/08/11,12551592,230670905,18.45,18.5,18.3,18.3,X0.00,3026
109/08/12,4528054,82938395,18.3,18.4,18.25,18.35,+0.05,1713
109/08/13,3575500,66054744,18.45,18.55,18.35,18.55,+0.20,963
109/08/14,2950147,54313986,18.45,18.45,18.35,18.4,-0.15,1128
109/08/17,2752349,50767000,18.4,18.5,18.35,18.45,+0.05,817
109/08/18,5506258,102135006,18.5,18.65,18.4,18.6,+0.15,1387
109/08/19,6049101,112155346,18.6,18.65,18.45,18.5,-0.10,3325
109/08/20,8795694,160013005,18.4,18.45,18.05,18.15,-0.35,2752
