日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/01/02,3161290,277053060,87.7,87.9,87.5,87.7,0.2,1953
109/01/03,3974444,350200845,88.0,88.7,87.5,88.6,0.9,2501
109/01/06,4392111,390287421,88.8,89.5,88.5,88.5,-0.1,2523
109/01/07,5356849,469982811,88.8,88.9,87.3,87.4,-1.1,2916
109/01/08,5187170,450370790,87.3,87.4,86.6,86.6,-0.8,3450
109/01/09,2376641,206970778,87.0,87.8,86.6,87.2,0.6,1526
109/01/10,3401870,295774917,87.1,87.5,86.6,87.1,-0.1,2005
109/01/13,3248865,284041513,87.3,87.7,87.2,87.5,0.4,2174
109/01/14,3782226,331367729,87.5,87.9,87.4,87.9,0.4,2111
109/01/15,4101126,358016361,87.8,87.8,87.0,87.3,-0.6,2057
109/01/16,1863845,162357022,87.1,87.3,87.0,87.2,-0.1,1233
109/01/17,3089793,271473284,87.5,88.0,87.5,88.0,0.8,1811
109/01/20,3587294,317455929,88.1,88.9,88.1,88.2,0.2,2327
109/01/30,13974469,1192992732,86.5,86.5,84.7,84.7,-3.5,7691
109/01/31,6492377,552323113,84.7,85.9,84.7,84.9,0.2,3526
109/02/03,6467054,540449248,83.7,84.5,82.1,83.8,-1.1,3628
109/02/04,5325485,445991761,83.5,84.3,83.0,83.5,-0.3,3125
109/02/05,7235889,597585887,83.2,83.2,82.1,82.5,-1.0,4675
109/02/06,7903463,663550640,83.0,85.1,82.5,84.3,1.8,3845
109/02/07,3157929,264123036,83.5,84.1,82.5,84.0,-0.3,2256
109/02/10,2840265,237671365,83.5,84.0,83.1,83.9,-0.1,1751
109/02/11,2094487,175885236,83.9,84.2,83.5,83.9,0.0,1264
109/02/12,2803484,237367240,83.9,85.0,83.9,84.9,1.0,1909
109/02/13,3266716,278454711,84.9,85.6,84.9,85.4,0.5,1547
109/02/14,2105289,179554170,85.3,85.5,85.1,85.2,-0.2,1201
109/02/17,2097947,178107095,85.1,85.1,84.7,84.7,-0.5,1206
109/02/18,3501980,295682477,84.4,84.9,84.2,84.7,0.0,1735
109/02/19,3098342,264608595,85.0,85.8,84.8,85.4,0.7,1897
109/02/20,3863877,327846743,85.5,85.6,84.3,84.4,-1.0,2204
109/02/21,2326481,196875377,84.3,85.6,84.3,84.4,0.0,1449
109/02/24,6259948,522478020,84.0,84.1,83.1,83.1,-1.3,3665
109/02/25,6259794,517148502,82.8,82.9,82.4,82.6,-0.5,3907
109/02/26,10874852,885974464,82.0,82.1,81.2,81.2,-1.4,6262
109/02/27,6508558,531069420,81.2,82.2,81.0,82.2,1.0,2805
109/03/02,7641097,619750286,80.3,81.8,80.3,81.0,-1.2,4500
109/03/03,5974717,484694191,81.7,81.8,80.8,80.8,-0.2,3475
109/03/04,4776131,388966292,80.8,81.9,80.8,81.8,1.0,2069
109/03/05,4988917,408305251,81.8,82.0,81.5,82.0,0.2,2375
109/03/06,5949670,480700170,81.9,82.0,80.5,80.5,-1.5,3951
109/03/09,13918681,1089134610,79.0,79.3,77.5,77.7,-2.8,7886
