日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/01/02,12366703,249332485,20.3,20.3,20.1,20.2,0.0,3266
109/01/03,8412491,170236640,20.2,20.3,20.15,20.25,0.05,2194
109/01/06,10866181,217283512,20.15,20.15,19.9,19.95,-0.3,2670
109/01/07,13286537,265057120,19.95,20.0,19.9,19.9,-0.05,3350
109/01/08,12600228,250297173,19.8,20.0,19.7,19.8,-0.1,2874
109/01/09,14520462,289522840,19.9,20.0,19.85,20.0,0.2,2663
109/01/10,12564364,251960117,20.05,20.15,19.95,20.1,0.1,1778
109/01/13,17500181,352196714,20.15,20.2,20.0,20.2,0.1,2648
109/01/14,24324918,494095040,20.25,20.4,20.2,20.35,0.15,3724
109/01/15,15721443,320618703,20.4,20.5,20.3,20.4,0.05,2130
109/01/16,10417826,212104061,20.4,20.4,20.25,20.4,0.0,2813
109/01/17,12336732,252574587,20.45,20.5,20.4,20.5,0.1,3312
109/01/20,17670330,364664068,20.5,20.75,20.5,20.65,0.15,3256
109/01/30,46362327,910945230,20.3,20.3,19.3,19.35,-1.3,10811
109/01/31,26093367,513419765,19.4,19.9,19.4,19.7,0.35,4795
109/02/03,24191389,476703838,19.3,19.95,19.25,19.8,0.1,5411
109/02/04,34998768,697476645,19.9,20.05,19.65,20.05,0.25,5424
109/02/05,24863505,499923198,20.0,20.2,19.8,20.2,0.15,3046
109/02/06,31365173,636352912,20.25,20.4,20.2,20.25,0.05,3408
109/02/07,12390124,251099575,20.15,20.35,20.1,20.3,0.05,2898
109/02/10,15506028,315267397,20.2,20.45,20.1,20.4,0.1,3017
109/02/11,14305670,290102387,20.4,20.4,20.2,20.3,-0.1,2966
109/02/12,18172156,366251853,20.25,20.3,20.05,20.05,-0.25,3946
109/02/13,17455663,351260069,20.05,20.2,20.05,20.15,0.1,3597
109/02/14,9181248,184720205,20.05,20.2,20.05,20.15,0.0,2025
109/02/17,8184277,164326326,20.05,20.15,20.0,20.15,0.0,1511
109/02/18,7151163,143853491,20.05,20.2,20.0,20.2,0.05,1778
109/02/19,14937639,301593716,20.2,20.3,20.05,20.3,0.1,2527
109/02/20,16683190,339147420,20.35,20.4,20.3,20.3,0.0,2910
109/02/21,15243349,308492268,20.3,20.4,20.1,20.25,-0.05,2393
109/02/24,18459599,367180777,20.05,20.05,19.75,19.85,-0.4,5041
109/02/25,13042881,257412124,19.75,19.85,19.65,19.75,-0.1,4043
109/02/26,26194059,511675638,19.6,19.7,19.45,19.5,-0.25,6066
109/02/27,23470383,453219082,19.4,19.5,19.2,19.2,-0.3,4892
109/03/02,25869631,487820816,18.4,19.15,18.35,18.95,-0.25,6664
109/03/03,21748433,415783216,19.1,19.3,18.9,19.2,0.25,4789
109/03/04,12025290,231242603,19.15,19.3,19.05,19.3,0.1,2151
109/03/05,27000798,526622745,19.35,19.6,19.35,19.5,0.2,4717
109/03/06,21835262,418208556,19.4,19.45,19.05,19.05,-0.45,5903
109/03/09,31811794,588328254,18.6,18.7,18.3,18.4,-0.65,9020
109/03/10,20211562,371203062,18.05,18.55,18.05,18.5,0.1,4664
109/03/11,21162890,389013432,18.5,18.6,18.2,18.25,-0.25,5863
109/03/12,37896475,669660836,18.1,18.15,17.3,17.5,-0.75,10111
109/03/13,47417467,783441474,16.2,17.4,16.0,17.4,-0.1,11854
109/03/16,39235720,659246238,17.2,17.2,16.45,16.45,-0.95,8060
109/03/17,47329905,746142903,15.8,16.15,15.6,15.6,-0.85,9549
109/03/18,39140446,606092853,15.4,15.8,15.1,15.55,-0.05,8698
109/03/19,56076589,803554450,14.8,14.9,14.0,14.0,-1.55,14375
109/03/20,60805884,903533919,14.15,15.35,14.15,15.25,1.25,10588
109/03/23,23770230,342761185,14.4,14.7,14.2,14.2,-1.05,6068
109/03/24,28767379,438030589,14.9,15.55,14.85,15.2,1.0,6238
109/03/25,39122452,615305434,15.9,15.95,15.4,15.75,0.55,7820
109/03/26,20866152,326641990,15.8,15.8,15.5,15.6,-0.15,4223
109/03/27,32523989,518923124,15.9,16.1,15.75,16.0,0.4,6671
109/03/30,19647645,307151820,15.6,15.85,15.4,15.6,-0.4,4420
109/03/31,22684582,354067242,15.85,15.9,15.45,15.55,-0.05,4854
109/04/01,23152135,354559257,15.5,15.5,15.25,15.3,-0.25,6689
109/04/06,22523072,347934177,15.6,15.6,15.2,15.5,0.2,4237
