日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/01/02,12272516,177899081,14.5,14.55,14.45,14.55,0.05,6142
109/01/03,10437238,151680193,14.55,14.6,14.5,14.55,0.0,3511
109/01/06,10816309,155897292,14.5,14.5,14.35,14.4,-0.15,3251
109/01/07,7670522,110296537,14.4,14.4,14.35,14.4,0.0,2721
109/01/08,11294019,161636884,14.35,14.35,14.3,14.3,-0.1,3617
109/01/09,9870055,141692713,14.3,14.4,14.3,14.35,0.05,2650
109/01/10,8255441,119064575,14.35,14.45,14.35,14.45,0.1,2381
109/01/13,10505690,152347549,14.4,14.55,14.4,14.55,0.1,3385
109/01/14,12224394,177844920,14.55,14.6,14.5,14.5,-0.05,3231
109/01/15,15707491,227922196,14.5,14.55,14.45,14.55,0.05,4228
109/01/16,14886515,216982766,14.55,14.6,14.5,14.6,0.05,3356
109/01/17,15543453,227479632,14.6,14.65,14.6,14.65,0.05,4046
109/01/20,26663124,392791712,14.65,14.8,14.65,14.7,0.05,5621
109/01/30,60596672,863668200,14.3,14.35,14.1,14.1,-0.6,15093
109/01/31,30462831,432741319,14.1,14.3,14.1,14.15,0.05,6570
109/02/03,37713373,528098893,14.0,14.15,13.85,14.15,0.0,8300
109/02/04,23699349,338045591,14.15,14.35,14.1,14.35,0.2,4530
109/02/05,16379916,234409885,14.35,14.4,14.2,14.35,0.0,3698
109/02/06,13586134,195921076,14.35,14.45,14.35,14.45,0.1,3425
109/02/07,17392949,249326467,14.4,14.4,14.3,14.3,-0.15,4111
109/02/10,17396223,248604345,14.2,14.35,14.15,14.35,0.05,2952
109/02/11,14106018,203645081,14.35,14.5,14.35,14.4,0.05,2918
109/02/12,10941216,157942157,14.4,14.5,14.35,14.4,0.0,2917
109/02/13,13943525,201843467,14.45,14.55,14.4,14.45,0.05,3152
109/02/14,8397849,121365994,14.45,14.5,14.4,14.45,0.0,1907
109/02/17,12197451,176240447,14.4,14.5,14.35,14.5,0.05,3344
109/02/18,13442729,195126832,14.45,14.55,14.45,14.5,0.0,3138
109/02/19,23804998,348325513,14.55,14.7,14.55,14.65,0.15,4317
109/02/20,22603235,332254338,14.7,14.8,14.6,14.65,0.0,5946
109/02/21,15767224,230797166,14.6,14.7,14.55,14.6,-0.05,4276
109/02/24,13742813,199065531,14.5,14.55,14.45,14.45,-0.15,4614
109/02/25,18279374,262418443,14.3,14.4,14.3,14.35,-0.1,5349
109/02/26,19273671,275731927,14.3,14.35,14.25,14.35,0.0,4913
109/02/27,25864279,368447652,14.3,14.35,14.2,14.2,-0.15,6714
109/03/02,40224087,564119804,14.0,14.2,13.95,14.0,-0.2,10345
109/03/03,20894413,295760689,14.15,14.2,14.1,14.2,0.2,5540
109/03/04,23750107,335534946,14.15,14.2,14.05,14.2,0.0,4837
109/03/05,11586622,164346804,14.2,14.25,14.15,14.2,0.0,3113
109/03/06,30519247,429835175,14.15,14.15,14.05,14.05,-0.15,7567
109/03/09,45695673,635762472,13.95,14.0,13.85,13.85,-0.2,12312
109/03/10,42087813,582246189,13.7,14.05,13.65,13.95,0.1,11286
109/03/11,30509781,425146424,13.9,14.0,13.85,13.9,-0.05,6117
109/03/12,56564024,767029278,13.8,13.8,13.45,13.5,-0.4,15263
109/03/13,68631911,873857213,12.6,13.25,12.5,13.15,-0.35,17975
109/03/16,56425079,716927322,12.95,13.0,12.5,12.55,-0.6,16745
109/03/17,60206595,723987290,12.0,12.3,11.9,11.95,-0.6,13579
109/03/18,65105656,756835985,11.95,12.0,11.3,11.4,-0.55,17702
109/03/19,95616921,995109697,10.85,10.85,10.3,10.3,-1.1,30219
109/03/20,84844717,909302967,10.45,10.95,10.45,10.85,0.55,19014
109/03/23,36714986,383383823,10.3,10.7,10.1,10.5,-0.35,7518
109/03/24,41446660,456628395,10.95,11.2,10.8,11.05,0.55,7822
109/03/25,47743299,559430711,11.6,11.9,11.5,11.7,0.65,10128
109/03/26,31547957,367679424,11.9,11.9,11.45,11.6,-0.1,5451
109/03/27,36066408,425919571,11.9,11.9,11.65,11.85,0.25,7243
109/03/30,23591465,275176877,11.6,11.8,11.4,11.8,-0.05,4693
109/03/31,30651707,362350685,12.0,12.15,11.65,11.7,-0.1,6571
109/04/01,20163478,234495687,11.7,11.75,11.55,11.6,-0.1,4837
109/04/06,32379175,376805379,11.75,11.8,11.4,11.7,0.1,7226
109/04/07,20985451,246455021,11.9,11.9,11.65,11.7,0.0,4098
109/04/08,21947209,258974916,11.7,11.9,11.65,11.8,0.1,4493
109/04/09,14568404,173087988,11.85,11.95,11.8,11.95,0.15,3390
109/04/10,16432598,199333343,11.95,12.25,11.9,12.25,0.3,4888
109/04/13,22411394,268534099,12.05,12.05,11.9,12.0,-0.25,5492
109/04/14,21588645,261832230,11.9,12.3,11.9,12.2,0.2,4378
109/04/15,25079234,309379799,12.25,12.4,12.25,12.4,0.2,7432
109/04/16,26053907,317540395,12.3,12.3,12.1,12.25,-0.15,5216
109/04/17,20905038,257818141,12.3,12.45,12.2,12.25,0.0,4334
109/04/20,12114631,147566462,12.2,12.25,12.1,12.2,-0.05,2737
109/04/21,30051069,356725047,12.1,12.15,11.75,11.75,-0.45,8930
109/04/22,11235473,131963012,11.6,11.85,11.55,11.85,0.1,2793
109/04/23,15209768,179801979,11.75,12.0,11.75,11.8,-0.05,3072
109/04/24,11595450,136096420,11.75,11.8,11.7,11.7,-0.1,3189
109/04/27,17937173,214662019,11.85,12.05,11.85,12.0,0.3,2988
109/04/28,18461807,222744142,12.1,12.15,12.0,12.05,0.05,4104
109/04/29,25422113,312781215,12.1,12.4,12.1,12.35,0.3,4573
109/04/30,35822385,453561232,12.55,12.75,12.5,12.75,0.4,6641
109/05/04,37871793,463707484,12.3,12.35,12.1,12.25,-0.5,8939
109/05/05,22507707,277231603,12.3,12.4,12.25,12.3,0.05,3362
109/05/06,15067411,184875187,12.35,12.4,12.2,12.25,-0.05,3409
109/05/07,16976969,208245185,12.25,12.35,12.2,12.3,0.05,2878
109/05/08,12748110,157499193,12.35,12.45,12.3,12.35,0.05,2620
109/05/11,21219737,267777154,12.5,12.7,12.5,12.6,0.25,4643
109/05/12,19824220,247856686,12.55,12.6,12.45,12.45,-0.15,5391
109/05/13,11556860,144019090,12.4,12.55,12.4,12.45,0.0,3318
109/05/14,24817434,305546473,12.4,12.45,12.25,12.3,-0.15,6309
109/05/15,10635732,131492139,12.35,12.4,12.3,12.35,0.05,2966
109/05/18,11637857,144339051,12.35,12.45,12.3,12.45,0.1,2378
109/05/19,17714167,223624140,12.65,12.7,12.55,12.65,0.2,3573
109/05/20,15926239,200831780,12.65,12.65,12.55,12.65,0.0,3655
109/05/21,17951253,227161987,12.65,12.7,12.55,12.65,0.0,3073
109/05/22,22935821,287860351,12.65,12.7,12.5,12.5,-0.15,5642
109/05/25,10459985,130623054,12.5,12.55,12.4,12.5,0.0,2874
109/05/26,16876661,213934730,12.6,12.75,12.55,12.7,0.2,3112
109/05/27,15572026,197300417,12.7,12.75,12.6,12.65,-0.05,3635
109/05/28,18493167,234996757,12.75,12.8,12.6,12.7,0.05,3025
109/05/29,46548156,601317378,12.6,13.0,12.6,13.0,0.3,6361
109/06/01,27415598,361652691,13.05,13.3,13.0,13.2,0.2,5749
109/06/02,19771251,263177751,13.2,13.4,13.2,13.3,0.1,4759
109/06/03,29848312,404041223,13.5,13.7,13.4,13.6,0.3,6154
109/06/04,25083973,339184044,13.7,13.7,13.4,13.55,-0.05,5746
109/06/05,17732298,238499613,13.55,13.55,13.4,13.4,-0.15,5841
109/06/08,20524193,278380835,13.5,13.65,13.45,13.6,0.2,4642
109/06/09,14421160,195331864,13.6,13.6,13.5,13.5,-0.1,3094
109/06/10,18150706,247243423,13.55,13.7,13.5,13.7,0.2,3775
109/06/11,25850216,349469323,13.65,13.65,13.4,13.4,-0.3,6165
109/06/12,27950774,367650756,13.05,13.3,13.0,13.2,-0.2,5633
109/06/15,18019840,237985088,13.2,13.35,13.1,13.2,0.0,3481
109/06/16,13673854,183926890,13.3,13.5,13.3,13.5,0.3,3120
109/06/17,13194173,178150415,13.5,13.6,13.4,13.6,0.1,3437
109/06/18,24222022,325000131,13.6,13.6,13.35,13.35,-0.25,4560
109/06/19,33418475,443902840,13.4,13.5,13.2,13.2,-0.15,3639
109/06/22,12322367,164780626,13.25,13.45,13.25,13.4,0.2,2184
109/06/23,18776440,252372846,13.45,13.5,13.3,13.5,0.1,3942
109/06/24,11525150,155805385,13.5,13.6,13.45,13.55,0.05,1968
109/06/29,16819278,224313266,13.35,13.4,13.3,13.3,-0.25,4865
109/06/30,18228734,243932110,13.4,13.5,13.35,13.35,0.05,2328
109/07/01,12174486,164332497,13.35,13.55,13.35,13.5,0.15,2906
109/07/02,12865943,173404495,13.5,13.55,13.4,13.45,-0.05,1971
109/07/03,14991196,202082740,13.5,13.55,13.4,13.5,0.05,4402
109/07/06,26465578,359655349,13.55,13.65,13.5,13.65,0.15,4982
109/07/07,21802591,296585696,13.65,13.7,13.55,13.6,-0.05,3264
109/07/08,13409802,181809770,13.55,13.6,13.5,13.6,0.0,3188
109/07/09,11687166,158708503,13.6,13.65,13.55,13.55,-0.05,2703
109/07/10,11893162,160668032,13.5,13.55,13.45,13.55,0.0,2713
109/07/13,14718253,199783972,13.55,13.65,13.5,13.6,0.05,2385
109/07/14,7315163,99070813,13.6,13.6,13.5,13.55,-0.05,1499
109/07/15,11343721,153734400,13.55,13.6,13.5,13.55,0.0,2313
109/07/16,19555444,265028843,13.6,13.65,13.5,13.5,-0.05,2450
109/07/17,10081822,136403533,13.6,13.6,13.5,13.5,0.0,1984
