日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/01/02,7278644,310131372,42.6,42.7,42.5,42.55,0.0,2915
109/01/03,13218013,564770451,42.65,42.85,42.55,42.8,0.25,5294
109/01/06,15638272,662334809,42.6,42.6,42.25,42.25,-0.55,5825
109/01/07,9665368,407993676,42.25,42.4,42.1,42.2,-0.05,4076
109/01/08,16128074,675308511,42.0,42.0,41.8,41.8,-0.4,6100
109/01/09,11479072,481716474,42.0,42.05,41.85,42.0,0.2,4899
109/01/10,16788228,705599736,42.0,42.1,41.95,42.05,0.05,5610
109/01/13,24958859,1065850628,42.4,42.9,42.4,42.85,0.8,8979
109/01/14,20215614,867674161,43.05,43.05,42.65,42.85,0.0,6650
109/01/15,11983617,513156892,43.0,43.0,42.7,42.9,0.05,4504
109/01/16,11374198,487648910,42.8,42.95,42.7,42.95,0.05,4429
109/01/17,14646572,629664696,43.0,43.1,42.9,43.1,0.15,5523
109/01/20,14093702,607266715,43.1,43.15,43.0,43.1,0.0,5599
109/01/30,60719128,2496397398,41.95,41.95,40.55,40.6,-2.5,21033
109/01/31,24590700,1003628503,40.65,41.15,40.55,40.65,0.05,9259
109/02/03,27390891,1095389623,40.0,40.25,39.65,40.2,-0.45,10547
109/02/04,16293668,660574189,40.2,40.85,40.05,40.7,0.5,5750
109/02/05,14600793,596192063,40.8,41.0,40.5,40.95,0.25,5507
109/02/06,14920902,616439231,41.1,41.5,41.1,41.5,0.55,5185
109/02/07,13451984,552151001,41.15,41.2,40.9,41.05,-0.45,4404
109/02/10,10902984,445154444,40.7,40.95,40.55,40.9,-0.15,3715
109/02/11,18278678,760542413,41.35,41.8,41.35,41.65,0.75,6328
109/02/12,16604326,695464907,41.9,42.05,41.65,41.8,0.15,6218
109/02/13,9296205,387480810,41.9,41.95,41.55,41.6,-0.2,3879
109/02/14,6511628,270913081,41.5,41.7,41.45,41.65,0.05,2437
109/02/17,8534426,353074344,41.5,41.5,41.3,41.4,-0.25,3249
109/02/18,8379100,345979858,41.35,41.5,41.15,41.5,0.1,3190
109/02/19,9651480,401849429,41.55,41.8,41.35,41.75,0.25,3991
109/02/20,10083940,420399471,41.8,41.9,41.55,41.6,-0.15,4056
109/02/21,9757302,403598454,41.4,41.5,41.3,41.3,-0.3,3596
109/02/24,19099477,781008157,41.0,41.1,40.75,40.85,-0.45,6770
109/02/25,12097487,492178667,40.5,40.85,40.45,40.7,-0.15,5377
109/02/26,16561684,671293278,40.4,40.75,40.3,40.65,-0.05,5689
109/02/27,38869901,1562575512,40.7,40.75,40.0,40.05,-0.6,14664
109/03/02,46167731,1822885454,39.0,40.0,39.0,39.5,-0.55,18415
109/03/03,22652833,903130520,39.8,40.0,39.8,39.8,0.3,7906
109/03/04,17659638,702251620,39.65,39.9,39.6,39.75,-0.05,5431
109/03/05,10482185,420503943,40.1,40.2,40.0,40.15,0.4,3510
109/03/06,31591049,1250187210,39.85,39.95,39.5,39.5,-0.65,12233
109/03/09,49790636,1925522173,39.0,39.0,38.3,38.55,-0.95,20451
109/03/10,30264086,1177337088,38.3,39.3,38.3,39.0,0.45,10631
109/03/11,27116731,1054699459,39.0,39.15,38.55,38.6,-0.4,9549
109/03/12,51516707,1946835395,38.5,38.5,37.5,37.5,-1.1,19225
109/03/13,56222628,2012960153,35.7,37.0,35.0,37.0,-0.5,19497
109/03/16,36139465,1302986990,36.7,36.7,35.7,35.8,-1.2,14036
109/03/17,47110829,1648759300,35.0,35.4,34.8,35.0,-0.8,15797
109/03/18,36276918,1263780681,35.05,35.15,34.55,34.65,-0.35,13239
109/03/19,51152800,1737992623,34.05,34.25,33.8,34.0,-0.65,17289
109/03/20,46218860,1625277293,34.35,35.8,34.35,35.1,1.1,14225
109/03/23,20202138,692974742,34.15,34.7,33.95,34.15,-0.95,7969
109/03/24,23633810,827466244,34.8,35.3,34.65,34.65,0.5,7530
109/03/25,24031348,852042049,35.35,35.8,35.1,35.3,0.65,8241
109/03/26,15037487,531317425,35.55,35.55,35.05,35.25,-0.05,4993
109/03/27,24014782,860853792,35.8,36.05,35.6,35.8,0.55,7749
