日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/01/02,3856549,263525081,69.0,69.0,68.0,68.6,0.2,2506
109/01/03,5381135,368275776,69.4,69.4,67.6,68.2,-0.4,3195
109/01/06,4837803,323962414,67.6,67.9,66.5,66.8,-1.4,2990
109/01/07,8359560,568889780,67.1,68.7,67.1,68.3,1.5,4201
109/01/08,6507938,439235383,67.9,68.0,66.8,67.7,-0.6,2795
109/01/09,5624468,379545230,67.9,68.3,66.8,67.4,-0.3,2523
109/01/10,6470970,433976990,67.7,67.8,66.6,67.0,-0.4,2919
109/01/13,9544345,657323205,68.0,69.4,67.8,69.2,2.2,4786
109/01/14,5338808,368172252,69.5,69.5,68.4,69.1,-0.1,2548
109/01/15,4310810,295748326,69.1,69.2,68.2,68.2,-0.9,1987
109/01/16,3899727,265062746,68.2,68.2,67.8,68.0,-0.2,1958
109/01/17,5125568,348555149,68.0,68.5,67.7,67.9,-0.1,2267
109/01/20,5018424,341820171,68.4,68.8,67.9,68.0,0.1,2350
109/01/30,15576379,987997063,65.2,65.2,62.5,62.8,-5.2,7131
109/01/31,7803081,498865438,62.8,64.9,62.8,63.6,0.8,3764
109/02/03,11105152,703245190,61.1,65.0,60.7,63.9,0.3,4877
109/02/04,9726760,630865800,65.0,65.3,63.7,64.8,0.9,3883
109/02/05,5953267,385439955,64.8,65.3,64.0,64.8,0.0,3117
109/02/06,8475316,559327225,65.0,66.6,65.0,66.6,1.8,3326
109/02/07,4478232,292954665,65.9,65.9,65.1,65.3,-1.3,2432
109/02/10,7224062,466736690,63.8,65.5,63.2,64.7,-0.6,3309
109/02/11,4355463,283620817,64.8,65.8,64.5,65.5,0.8,1975
109/02/12,5223695,341621340,65.4,66.0,64.8,65.3,-0.2,2880
109/02/13,3397879,223031979,65.5,66.2,65.4,65.4,0.1,1624
109/02/14,3393751,224112679,65.4,66.3,65.4,66.2,0.8,1707
109/02/17,2381405,155966239,65.3,65.8,64.9,65.8,-0.4,1105
109/02/18,6818234,446203144,65.2,66.2,64.4,66.0,0.2,2833
109/02/19,6771925,450461701,65.9,67.2,65.6,66.7,0.7,2678
109/02/20,4643701,308590411,67.0,67.2,65.9,66.3,-0.4,2263
109/02/21,6417328,420654173,65.5,65.9,65.1,65.5,-0.8,2455
109/02/24,4650960,300590314,64.1,65.0,64.1,64.5,-1.0,2039
109/02/25,6360039,410638308,64.0,65.0,63.5,64.7,0.2,2533
109/02/26,5363883,345096081,64.0,64.7,63.6,64.2,-0.5,2283
109/02/27,11401729,719892489,63.9,64.1,62.7,62.7,-1.5,3432
109/03/02,16766161,1016135442,60.7,61.3,60.2,60.3,-2.4,6990
109/03/03,11921987,730561188,61.5,61.9,61.0,61.0,0.7,3741
109/03/04,10774942,665254205,60.6,62.2,60.6,61.6,0.6,3646
109/03/05,7489718,469435203,62.7,63.0,62.1,62.9,1.3,2378
109/03/06,8839289,543728664,62.1,62.3,61.2,61.3,-1.6,3359
109/03/09,13402853,817377268,60.1,62.4,59.8,61.3,0.0,5826
109/03/10,12688636,768185692,60.8,61.3,59.7,60.3,-1.0,5508
109/03/11,9119944,549879135,60.4,61.2,59.4,59.4,-0.9,4165
109/03/12,10095189,581626875,59.0,59.0,56.8,56.8,-2.6,5215
109/03/13,16144469,872803905,53.1,56.5,52.0,55.3,-1.5,7684
109/03/16,8685163,467410839,55.0,55.5,52.6,52.6,-2.7,4474
109/03/17,11815094,604412794,50.2,52.6,50.2,50.7,-1.9,5982
109/03/18,8971566,455337007,51.0,51.7,50.2,50.3,-0.4,5024
109/03/19,14414287,698518870,49.0,50.0,46.9,48.1,-2.2,7153
109/03/20,12617984,648986649,49.0,52.7,49.0,51.8,3.7,5330
109/03/23,8074436,395928438,49.45,50.4,48.2,48.2,-3.6,4038
109/03/24,9289527,480188687,49.5,52.5,49.35,51.9,3.7,4600
109/03/25,8781625,482747175,54.0,55.5,54.0,54.9,3.0,4427
109/03/26,7947779,437175389,56.0,56.4,53.5,55.1,0.2,3862
109/03/27,24426406,1476122168,60.6,60.6,59.5,60.1,5.0,8351
109/03/30,11178026,662361725,58.5,60.1,58.3,59.3,-0.8,5124
109/03/31,15283052,903271836,60.1,60.5,58.0,58.0,-1.3,6522
109/04/01,7383166,433243803,58.0,59.4,57.8,58.4,0.4,4221
109/04/06,15022498,915932257,59.5,61.6,58.8,61.6,3.2,7381
109/04/07,10391819,648129192,62.8,63.7,61.6,61.8,0.2,5441
109/04/08,8953395,558941178,61.9,63.0,61.6,62.5,0.7,4452
