日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/01/02,10281275,286689201,27.95,27.95,27.8,27.95,0.05,3851
109/01/03,12500288,349108164,27.95,28.0,27.85,28.0,0.05,5328
109/01/06,11942169,332243052,27.9,27.9,27.8,27.8,-0.2,4664
109/01/07,12085430,335211430,27.8,27.85,27.65,27.8,0.0,4629
109/01/08,14378398,398707779,27.8,27.85,27.65,27.7,-0.1,4529
109/01/09,12677291,353493123,27.75,27.95,27.75,27.9,0.2,3663
109/01/10,26086772,732848163,28.0,28.2,27.95,28.1,0.2,7079
109/01/13,27047550,768070705,28.2,28.55,28.15,28.55,0.45,9122
109/01/14,32317361,928367642,28.55,28.95,28.5,28.65,0.1,8824
109/01/15,20079794,574597744,28.75,28.8,28.5,28.6,-0.05,6275
109/01/16,15537434,446851223,28.7,28.85,28.6,28.85,0.25,4911
109/01/17,22943585,662234265,28.9,29.0,28.75,29.0,0.15,5493
109/01/20,25263867,738683277,29.05,29.35,29.05,29.3,0.3,8644
109/01/30,101984608,2885792605,28.2,28.7,28.1,28.1,-1.2,37750
109/01/31,50262113,1422243399,28.05,28.6,28.05,28.1,0.0,16224
109/02/03,47814606,1323182155,27.5,28.1,27.2,28.05,-0.05,16814
109/02/04,28525918,813574010,28.35,28.65,28.25,28.65,0.6,8416
109/02/05,29175089,840434539,28.9,28.95,28.5,28.85,0.2,10147
109/02/06,24239963,704165071,29.0,29.15,28.95,29.1,0.25,6907
109/02/07,23713706,682018223,28.95,29.0,28.55,28.7,-0.4,9441
109/02/10,22290159,637038091,28.5,28.7,28.35,28.7,0.0,6229
109/02/11,12178386,350115099,28.8,28.9,28.65,28.75,0.05,4993
109/02/12,12898189,371408134,28.75,28.85,28.7,28.75,0.0,4479
109/02/13,21406414,620654815,28.9,29.1,28.9,29.0,0.25,7103
109/02/14,17590974,509074105,29.0,29.05,28.85,28.9,-0.1,5710
109/02/17,14614940,422156537,28.9,29.0,28.75,29.0,0.1,6016
109/02/18,15107047,438462216,28.95,29.1,28.9,29.1,0.1,4758
109/02/19,40493967,1199718217,29.2,29.9,29.15,29.85,0.75,12796
109/02/20,33113487,996924317,30.0,30.3,30.0,30.0,0.15,12543
109/02/21,16715355,500367000,30.0,30.1,29.85,29.85,-0.15,7099
109/02/24,26643845,788175196,29.65,29.75,29.5,29.5,-0.35,11191
109/02/25,26708840,783741791,29.05,29.7,29.0,29.55,0.05,9905
109/02/26,32517923,953751764,29.25,29.45,29.2,29.3,-0.25,10334
109/02/27,45665511,1329138794,29.35,29.45,28.9,29.05,-0.25,14904
109/03/02,53866787,1543536982,28.5,28.9,28.5,28.65,-0.4,16708
109/03/03,21741837,629139655,29.1,29.25,28.8,28.8,0.15,7620
109/03/04,22019064,634237491,28.75,29.0,28.6,29.0,0.2,6439
109/03/05,30147406,883312248,29.1,29.5,29.1,29.5,0.5,8412
109/03/06,26293669,765100152,29.3,29.35,29.0,29.1,-0.4,8821
109/03/09,75592926,2141854294,28.5,28.6,28.05,28.15,-0.95,31087
109/03/10,60002467,1666578928,27.45,28.3,27.45,28.0,-0.15,19456
109/03/11,43045511,1203747704,28.05,28.15,27.8,27.8,-0.2,15647
109/03/12,130071277,3538337310,27.85,27.9,26.75,27.05,-0.75,44644
109/03/13,129436727,3313607911,25.25,26.7,25.0,26.5,-0.55,42787
109/03/16,88087851,2258031391,26.05,26.2,25.2,25.2,-1.3,31879
109/03/17,163608415,3901563242,23.9,24.4,23.55,23.55,-1.65,47045
109/03/18,162751115,3693666592,22.8,23.25,22.2,22.2,-1.35,50725
109/03/19,220178259,4439050380,20.7,20.75,20.0,20.0,-2.2,67597
109/03/20,187037322,3998942584,20.4,22.0,20.4,22.0,2.0,53212
109/03/23,68163781,1439983318,20.45,21.8,20.25,21.2,-0.8,22718
109/03/24,83262628,1890479853,22.15,23.1,22.15,22.55,1.35,25332
109/03/25,121669935,2940737807,23.8,24.6,23.8,24.2,1.65,34369
109/03/26,66348754,1591493711,24.45,24.55,23.35,24.1,-0.1,19768
109/03/27,69082195,1689533893,24.9,24.9,24.1,24.2,0.1,19400
109/03/30,48182595,1150469595,23.4,24.35,23.3,24.1,-0.1,12922
109/03/31,41170026,1001959574,24.5,24.65,24.1,24.25,0.15,10371
109/04/01,33155076,804962186,24.3,24.45,24.1,24.25,0.0,9761
109/04/06,55701661,1343977093,24.35,24.45,23.7,24.25,0.0,14328
109/04/07,43578430,1067925995,24.5,24.6,24.4,24.6,0.35,11551
109/04/08,42482098,1054138488,24.5,25.0,24.4,25.0,0.4,12319
109/04/09,48668184,1237030145,25.05,25.75,25.05,25.5,0.5,16168
109/04/10,34566147,891223222,25.55,25.9,25.5,25.85,0.35,10898
109/04/13,35649983,911007179,25.8,25.85,25.3,25.5,-0.35,12964
109/04/14,51905569,1347739986,25.5,26.3,25.4,26.05,0.55,12977
109/04/15,47372365,1257706537,26.35,26.65,26.3,26.65,0.6,15202
109/04/16,37902749,999362086,26.4,26.5,26.15,26.4,-0.25,10900
109/04/17,43547033,1155914727,26.65,26.85,26.25,26.3,-0.1,14074
109/04/20,27835416,726932595,26.3,26.3,25.95,26.2,-0.1,10217
109/04/21,51474385,1323356533,26.0,26.1,25.5,25.6,-0.6,19247
109/04/22,35828341,905784130,25.0,25.5,25.0,25.35,-0.25,11005
109/04/23,30801954,787440096,25.55,25.85,25.3,25.5,0.15,8998
109/04/24,17969103,460839962,25.5,25.75,25.5,25.7,0.2,4499
109/04/27,26669558,695824471,26.1,26.25,25.85,26.2,0.5,7616
109/04/28,22347065,588999608,26.4,26.5,26.2,26.4,0.2,6446
109/04/29,35456549,948217764,26.5,26.85,26.45,26.75,0.35,10683
109/04/30,47957805,1305429139,27.0,27.4,26.95,27.3,0.55,12696
109/05/04,35159046,942386349,26.55,27.0,26.5,26.8,-0.5,12074
109/05/05,18691633,503091641,26.95,27.15,26.7,26.85,0.05,6007
109/05/06,21081052,564306510,26.8,26.9,26.55,26.85,0.0,6958
109/05/07,20174235,541892536,26.85,27.0,26.7,26.8,-0.05,5559
109/05/08,23129960,621474089,26.85,27.0,26.8,26.85,0.05,6242
109/05/11,30746530,832782982,27.05,27.15,27.0,27.05,0.2,7911
109/05/12,25969857,698921131,26.95,27.0,26.85,26.85,-0.2,8789
109/05/13,17841994,482467048,26.8,27.15,26.75,27.15,0.3,6191
109/05/14,22264653,599839512,27.05,27.05,26.8,26.9,-0.25,8264
109/05/15,18584346,500765073,27.0,27.1,26.8,26.95,0.05,5645
109/05/18,42286752,1126188054,26.95,27.0,26.75,26.8,-0.15,7333
109/05/19,66144695,1749060590,27.1,27.15,26.9,26.9,0.1,6283
109/05/20,23220111,627365197,27.1,27.15,26.9,27.0,0.1,6807
109/05/21,23557581,636437448,27.05,27.1,26.9,27.0,0.0,6400
109/05/22,42037216,1127582504,26.95,27.0,26.75,26.75,-0.25,14129
109/05/25,18132963,484582901,26.75,26.85,26.55,26.85,0.1,6575
109/05/26,27176172,733277594,27.0,27.1,26.9,26.9,0.05,6991
109/05/27,23580838,635138806,26.9,27.0,26.9,26.95,0.05,7359
109/05/28,40422461,1085341315,26.95,27.0,26.75,26.8,-0.15,12901
109/05/29,87095790,2324282054,26.8,27.0,26.65,26.65,-0.15,9041
109/06/01,25701804,694796807,26.8,27.15,26.75,27.05,0.4,7007
109/06/02,44496412,1217094050,27.05,27.6,27.0,27.55,0.5,12461
109/06/03,44228036,1241501594,27.8,28.35,27.8,28.2,0.65,14203
109/06/04,43864792,1230540801,28.3,28.35,27.8,28.1,-0.1,12393
109/06/05,28764052,805644574,28.0,28.1,27.9,28.0,-0.1,7142
109/06/08,28562469,801783656,28.1,28.15,28.0,28.1,0.1,8340
109/06/09,30368851,853382225,28.1,28.2,27.95,28.2,0.1,8206
109/06/10,29357058,829454266,28.2,28.35,28.1,28.35,0.15,8398
109/06/11,43514666,1228504058,28.35,28.45,28.0,28.0,-0.35,12129
109/06/12,64836348,1788051791,27.4,27.85,27.2,27.65,-0.35,18421
109/06/15,33152663,916205702,27.65,27.8,27.5,27.5,-0.15,10582
109/06/16,30792448,863581574,27.75,28.2,27.75,28.05,0.55,8161
109/06/17,25570893,715754929,28.05,28.15,27.9,28.05,0.0,7839
109/06/18,14400751,402674819,28.05,28.05,27.85,28.0,-0.05,4242
109/06/19,30544725,850752200,28.0,28.0,27.8,27.8,-0.2,6550
109/06/22,17545954,487494104,27.8,27.85,27.7,27.8,0.0,5648
109/06/23,18814604,524622862,27.8,28.0,27.7,27.95,0.15,4290
109/06/24,17041266,476584298,27.95,28.05,27.85,27.95,0.0,4194
109/06/29,23808736,660775521,27.8,27.85,27.65,27.8,-0.15,7582
109/06/30,24715598,686894597,27.8,27.85,27.7,27.8,0.0,5112
109/07/01,12705874,355217141,27.8,28.0,27.8,28.0,+0.20,4206
109/07/02,17942671,502972588,28.05,28.1,27.9,28.05,+0.05,4120
109/07/03,22627166,635325373,28.05,28.15,28.0,28.1,+0.05,5683
109/07/06,33484044,947784715,28.1,28.4,28.1,28.4,+0.30,9176
109/07/07,36664217,1037002365,28.5,28.5,28.1,28.3,-0.10,6574
109/07/08,24087413,683952705,28.3,28.5,28.3,28.45,+0.15,6483
109/07/09,21497839,611201964,28.5,28.6,28.3,28.3,-0.15,6328
109/07/10,27744116,782080640,28.25,28.35,28.0,28.3, 0.00,7506
109/07/13,37391745,1072889289,28.5,28.85,28.45,28.8,+0.50,9487
109/07/14,24598785,710241202,29.0,29.0,28.8,28.8, 0.00,7328
109/07/15,24956311,720522244,28.85,29.0,28.8,28.85,+0.05,7281
109/07/16,27039372,782611488,28.95,29.0,28.85,28.95,+0.10,7044
109/07/17,27910004,813395915,29.0,29.3,28.95,29.15,+0.20,8606
109/07/20,28636706,836293609,29.15,29.3,29.1,29.25,+0.10,8501
109/07/21,30084054,879959670,29.25,29.35,29.2,29.25, 0.00,8091
109/07/22,40569261,1181570319,29.25,29.3,29.0,29.2,-0.05,13044
109/07/23,29921900,870410376,29.05,29.15,29.05,29.1,-0.10,6021
109/07/24,52919766,1532790914,29.0,29.05,28.9,28.95,-0.15,11758
109/07/27,85414355,2472398045,29.0,29.05,28.85,28.95, 0.00,18095
109/07/28,169799702,4517007388,26.45,27.0,26.2,26.95,X0.00,49016
109/07/29,52638393,1438057479,26.95,27.75,26.95,27.2,+0.25,18495
109/07/30,29492793,798841948,27.4,27.45,27.0,27.25,+0.05,9434
109/07/31,22824083,619339412,27.25,27.25,27.1,27.1,-0.15,5881
109/08/03,37018760,995133270,27.05,27.05,26.8,26.8,-0.3,14958
109/08/04,22852491,617150407,26.85,27.1,26.85,27.1,0.3,7316
109/08/05,24939833,671934174,27.1,27.1,26.9,26.9,-0.2,11942
109/08/06,20867403,562226437,26.95,27.05,26.85,27.0,0.1,8790
109/08/07,12218243,329274847,27.0,27.0,26.9,26.9,-0.1,5213
109/08/10,19010908,510948191,26.9,27.0,26.85,26.85,-0.05,7958
109/08/11,16075013,432551551,26.85,27.0,26.8,26.85,0.0,5821
109/08/12,14236132,382172764,26.9,26.95,26.8,26.85,0.0,5529
109/08/13,11752254,316990561,27.05,27.05,26.9,27.0,0.15,4071
109/08/14,13286141,357398676,27.0,27.05,26.85,26.95,-0.05,4789
109/08/17,19473791,525938855,26.95,27.1,26.85,27.1,0.15,5598
109/08/18,24208531,660179621,27.2,27.5,27.1,27.5,0.4,6931
109/08/19,30519885,846902400,27.7,28.0,27.55,27.55,0.05,10619
109/08/20,41883219,1135852658,27.55,27.75,26.85,27.05,-0.5,14859
