日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/01/02,2647417,79160398,29.9,29.95,29.8,29.9,0.05,1172
109/01/03,5615915,168291500,29.95,30.05,29.85,30.0,0.1,2029
109/01/06,4872289,144436490,29.85,29.95,29.55,29.55,-0.45,1853
109/01/07,5105297,150230333,29.55,29.6,29.35,29.4,-0.15,1967
109/01/08,6738725,196177796,29.3,29.3,28.95,29.05,-0.35,2640
109/01/09,3999980,117038238,29.15,29.45,29.1,29.35,0.3,1699
109/01/10,7395719,216755589,29.4,29.45,29.2,29.25,-0.1,1358
109/01/13,6142393,181135984,29.25,29.55,29.25,29.5,0.25,1970
109/01/14,3761923,110956870,29.55,29.6,29.4,29.5,0.0,1245
109/01/15,9172572,270537622,29.6,29.7,29.4,29.45,-0.05,3368
109/01/16,4490931,132352909,29.5,29.6,29.4,29.45,0.0,1672
109/01/17,4425790,130401590,29.5,29.6,29.35,29.5,0.05,1308
109/01/20,7009028,206712571,29.55,29.6,29.35,29.4,-0.1,1889
109/01/30,17498612,495237244,28.55,28.6,28.0,28.0,-1.4,7032
109/01/31,9391734,265105335,28.35,28.45,28.0,28.2,0.2,2878
109/02/03,17449449,495902691,27.85,29.25,27.35,28.15,-0.05,6106
109/02/04,7203728,204666993,28.2,28.7,28.2,28.55,0.4,2414
109/02/05,5466386,156680063,28.8,28.85,28.5,28.6,0.05,2175
109/02/06,5398789,155819989,28.8,29.1,28.65,28.85,0.25,1832
109/02/07,9971156,283617692,28.6,28.7,28.2,28.2,-0.65,3793
109/02/10,8174948,232581104,28.2,28.6,28.05,28.55,0.35,3840
109/02/11,5035954,144152172,28.55,28.7,28.5,28.6,0.05,1642
109/02/12,6253236,178849930,28.5,28.65,28.5,28.6,0.0,2255
109/02/13,6043253,174242451,28.55,28.95,28.55,28.9,0.3,2676
109/02/14,4656198,134474465,28.85,29.0,28.75,28.95,0.05,1897
109/02/17,4375131,126158669,28.9,28.95,28.7,28.85,-0.1,1153
109/02/18,8041094,231551950,28.7,29.0,28.6,29.0,0.15,2307
109/02/19,7369118,213285402,28.8,29.15,28.75,28.9,-0.1,1713
109/02/20,7302275,210740875,29.05,29.05,28.7,28.9,0.0,2498
109/02/21,4028330,116659936,28.95,29.05,28.7,28.95,0.05,1501
109/02/24,8475860,245146471,28.7,28.75,28.4,28.65,-0.3,2445
109/02/25,5564781,158035253,28.35,28.65,28.2,28.6,-0.05,1942
109/02/26,7593629,215929758,28.2,28.65,28.2,28.65,0.05,2157
109/02/27,10192993,288858942,28.45,28.55,28.25,28.25,-0.4,2713
109/03/02,6768581,188935631,27.5,28.25,27.5,28.0,-0.25,3066
109/03/03,10329637,289707936,28.2,28.25,27.9,28.0,0.0,3868
109/03/04,6234590,174895697,28.0,28.15,28.0,28.1,0.1,1532
109/03/05,3768305,106539596,28.15,28.4,28.15,28.4,0.3,1578
109/03/06,6500633,182700594,28.35,28.35,28.05,28.1,-0.3,2139
109/03/09,12415913,342060977,27.55,27.8,27.3,27.6,-0.5,4158
109/03/10,8150272,221787630,27.4,27.5,27.05,27.1,-0.5,2940
109/03/11,6366240,172912810,27.1,27.35,27.0,27.2,0.1,2751
109/03/12,13310396,343280930,26.95,26.95,25.2,25.3,-1.9,5648
109/03/13,32843425,759827022,23.0,24.1,22.8,23.9,-1.4,9354
109/03/16,13209678,308200817,23.8,23.85,23.05,23.25,-0.65,5425
109/03/17,12659953,287919759,22.85,23.2,22.5,22.65,-0.6,5133
109/03/18,11750252,264417935,22.7,22.8,22.1,22.15,-0.5,4268
109/03/19,22059945,463205151,21.55,21.75,20.25,21.15,-1.0,9250
109/03/20,18839058,409131126,21.4,22.0,21.35,21.85,0.7,6690
109/03/23,12691745,261504385,20.6,20.9,20.5,20.5,-1.35,5735
109/03/24,15330972,327170081,20.95,21.6,20.6,21.35,0.85,7202
109/03/25,13467863,303593636,22.5,22.75,22.3,22.45,1.1,5877
109/03/26,12929543,291560137,22.85,22.9,22.35,22.65,0.2,4361
109/03/27,12508055,285553244,23.05,23.25,22.6,22.65,0.0,4594
109/03/30,10583188,238646650,22.5,22.8,22.1,22.6,-0.05,3321
109/03/31,14561517,329371973,22.85,22.85,22.5,22.55,-0.05,3728
109/04/01,11022034,248338254,22.55,22.6,22.45,22.5,-0.05,3066
109/04/06,13496549,307559467,22.85,23.05,22.5,23.05,0.55,5217
109/04/07,14285417,333882244,23.4,23.65,23.1,23.55,0.5,3919
109/04/08,11326851,269278824,23.5,24.1,23.5,23.85,0.3,3654
109/04/09,8320317,199288094,23.9,24.15,23.7,24.1,0.25,4578
109/04/10,14203806,351828712,24.9,25.1,24.55,24.7,0.6,4963
