日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/06/01,4755079,209884016,43.80,44.30,43.80,44.10,+0.55,2490
109/06/02,6428375,285125567,44.25,44.45,44.15,44.40,+0.30,2417
109/06/03,10303024,465286830,44.80,45.50,44.65,45.20,+0.80,4628
109/06/04,7727444,346814448,45.20,45.25,44.70,44.70,-0.50,3271
109/06/05,6003372,270733786,45.00,45.30,44.70,45.20,+0.50,3245
109/06/08,5694686,257205640,45.25,45.30,45.00,45.15,-0.05,2673
109/06/09,8784474,394407869,45.15,45.15,44.50,44.85,-0.30,3548
109/06/10,6186826,277059186,44.70,44.95,44.55,44.80,-0.05,2982
109/06/11,7173592,319485220,44.75,44.80,44.10,44.15,-0.65,2913
109/06/12,7588831,333051693,43.85,44.05,43.55,44.05,-0.10,2669
109/06/15,5914539,259243431,44.00,44.30,43.50,43.60,-0.45,2913
109/06/16,8764149,382955558,43.95,44.15,43.55,43.90,+0.30,4594
109/06/17,11045891,480467798,43.70,44.05,43.25,43.40,-0.50,6390
109/06/18,7237582,313635158,43.75,43.80,43.10,43.35,-0.05,3960
109/06/19,19517655,847041286,43.35,44.10,42.95,43.45,+0.10,8010
109/06/22,6690685,290557439,43.50,43.90,43.20,43.20,-0.25,2832
109/06/23,7722347,334186445,43.50,43.60,43.05,43.25,+0.05,2775
109/06/24,9005814,392479551,43.45,43.90,43.40,43.45,+0.20,3416
109/06/29,10959413,474645583,43.25,43.50,43.10,43.25,-0.20,3734
109/06/30,9830104,430135953,43.40,44.25,43.35,43.60,+0.35,3210
