日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/05/04,18229830,769716744,41.60,42.65,41.60,42.20,-1.00,7154
109/05/05,14616480,625624459,42.30,43.05,42.30,42.85,+0.65,6366
109/05/06,10809816,460727235,42.55,42.95,42.30,42.60,-0.25,5114
109/05/07,9145536,391839031,42.80,43.10,42.50,42.70,+0.10,3762
109/05/08,11586777,497571291,43.10,43.10,42.75,43.00,+0.30,3544
109/05/11,12671272,548148231,43.20,43.45,43.15,43.15,+0.15,4745
109/05/12,10886203,466860003,42.75,43.10,42.75,42.95,-0.20,4979
109/05/13,16361936,695975641,42.70,42.90,42.30,42.90,-0.05,7256
109/05/14,15587566,661439971,42.55,42.80,42.20,42.60,-0.30,6702
109/05/15,9148609,387916013,42.65,42.75,42.25,42.30,-0.30,4379
109/05/18,10674074,452028641,42.00,42.70,42.00,42.35,+0.05,5151
109/05/19,21443073,922409089,42.90,43.20,42.70,43.00,+0.65,8733
109/05/20,11157906,480344408,43.20,43.20,42.90,42.90,-0.10,4058
109/05/21,12472312,536956066,43.00,43.15,42.80,43.00,+0.10,6587
109/05/22,12617893,539523175,43.00,43.10,42.60,42.65,-0.35,5235
109/05/25,11390429,483814432,42.65,42.70,42.20,42.65, 0.00,5049
109/05/26,14316519,615746367,42.95,43.20,42.80,43.00,+0.35,5560
109/05/27,11688598,500802504,42.70,43.10,42.70,42.85,-0.15,7025
109/05/28,16239519,691419332,42.85,42.90,42.35,42.35,-0.50,7015
109/05/29,37201707,1583278087,42.35,42.80,42.25,42.55,+0.20,5711
