日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/08/03,4072449,327141169,80.70,81.50,80.00,80.00,-1.50,2605
109/08/04,1880918,151913811,80.60,81.30,80.20,81.00,+1.00,1394
109/08/05,1292081,104698280,81.00,81.30,80.50,81.10,+0.10,947
109/08/06,3865096,319150589,81.70,83.50,81.70,82.70,+1.60,2762
109/08/07,3374490,278953970,83.00,83.60,82.10,82.20,-0.50,2026
109/08/10,2249341,187884339,82.70,84.40,82.10,84.20,+2.00,1434
109/08/11,1981959,166821138,84.50,84.70,83.50,83.70,-0.50,1359
109/08/12,2498528,207341592,83.70,83.90,82.20,83.40,-0.30,1476
109/08/13,1373769,114952418,83.70,84.20,83.30,83.90,+0.50,784
109/08/14,1509577,125392004,83.00,83.50,82.30,83.00,-0.90,1003
109/08/17,2249229,189456518,83.30,84.70,83.00,84.60,+1.60,1469
109/08/18,1978614,167176643,85.00,85.00,83.90,84.90,+0.30,1114
109/08/19,3135468,264365398,84.90,84.90,83.80,83.80,-1.10,2110
109/08/20,3592719,294381458,83.30,83.80,80.50,81.60,-2.20,2129
