日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/02/03,75652825,1102172270,14.45,15.00,14.15,15.00,+0.10,8488
109/02/04,70790085,1072651052,15.00,15.30,14.90,15.20,+0.20,8638
109/02/05,77032246,1194091132,15.25,15.70,15.25,15.50,+0.30,12981
109/02/06,157712052,2541901176,15.80,16.35,15.75,16.25,+0.75,15950
109/02/07,80109163,1308858525,16.20,16.50,16.15,16.35,+0.10,11177
109/02/10,44206055,722024768,16.15,16.55,16.00,16.40,+0.05,8851
109/02/11,84802688,1418808521,16.55,16.90,16.50,16.70,+0.30,10797
109/02/12,79548774,1338051389,16.65,16.95,16.60,16.90,+0.20,13223
109/02/13,73179317,1236884767,17.00,17.15,16.65,16.85,-0.05,12391
109/02/14,43506095,721482510,16.60,16.70,16.50,16.50,-0.35,7526
109/02/17,40030219,658937270,16.50,16.55,16.35,16.40,-0.10,5838
109/02/18,44154247,716631239,16.40,16.40,16.10,16.15,-0.25,9586
109/02/19,30092840,485861725,16.10,16.25,16.05,16.10,-0.05,8092
109/02/20,43133196,701982634,16.25,16.50,16.10,16.30,+0.20,7680
109/02/21,26572971,427649593,16.15,16.25,16.00,16.05,-0.25,4843
109/02/24,48434882,767932178,15.90,15.95,15.80,15.80,-0.25,7108
109/02/25,39151580,621216044,15.60,16.10,15.60,15.90,+0.10,6304
109/02/26,47662845,745786422,15.60,15.75,15.60,15.60,-0.30,7489
109/02/27,81289042,1252448733,15.60,15.75,15.25,15.30,-0.30,10525
